cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,netuse,ppltrst,pplfair,pplhlp,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inmdisc,sclact,crmvct,aesfdrk,brghmwr,brghmef,crvctwr,crvctef,trrenyr,trrcnyr,trrprsn,trrtort,health,hlthhmp,rlgblg,rlgdnm,rlgblge,rlgdnme,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzship,ctzshipa,ctzshipb,ctzshipc,brncntr,cntbrth,cntbrtha,cntbrthb,cntbrthc,livecntr,livecnta,lnghoma,lnghom1,lnghomb,lnghom2,blgetmg,facntr,facntn,fbrncnt,fbrncnta,fbrncntb,mocntr,mocntn,mbrncnt,mbrncnta,mbrncntb,gndr,partner,rshpsts,marsts,marital,martlfr,maritala,maritalb,lvghw,lvghwa,lvgoptn,lvgptn,lvgptna,lvgptne,lvgptnea,dvrcdev,dvrcdeva,chldhm,chldhhe,domicil,edulvla,edulvlb,eisced,edufld,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngdk,dngref,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctr,wrkctra,estsz,jbspv,njbspv,wkdcorg,wkdcorga,iorgact,wkhct,wkhtot,nacer1,nacer11,nacer2,tporgwk,iscoco,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrc,hincsrca,hinctnt,hinctnta,hincfel,brwmny,edulvlpa,edulvlpb,eiscedp,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,iscocop,isco08p,emprelp,emplnop,jbspvp,njbspvp,wkdcorp,ioactp,wkhtotp,edulvlfa,edulvlfb,eiscedf,emprf14,emplnof,jbspvf,occf14,occf14a,occf14b,edulvlma,edulvlmb,eiscedm,emprm14,emplnom,jbspvm,occm14,occm14a,occm14b,atncrse,fxltph,mbltph,inttph,
FR,ESS1-6e01,1.0,26.11.2014,121500,ESS6e02_1,6,2.1,902,0.97972923274193,0.711574452630212,2.702677846,3,2,,,,,,7,8,5,1,,,6,7,6,5,3,6,7,1,1,2,1,1,2,2,1,1,3,,3,7,2,4,5,3,8,1,1,,,8,2,2,2,7,8,5,8,4,,4,2,2,,,,,,,,,2,3,2,66,1,1,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,2,1,3,5,710,7,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,1,40,,10,8,35,44,,,84,1,,1211,2,2,6,6,2,1,1,,9,1,,3,313,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,7549,1,,,,,,35,3,321,3,1,,,,,7,1,113,1,1,,,,,8,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121501,ESS6e02_1,6,2.1,904,2.44932304535707,4.00732069592914,2.702677846,4,0,,,,,,2,3,2,3,,,0,6,10,2,2,10,2,3,2,2,2,2,2,2,2,2,6,,6,2,2,0,0,4,2,1,3,,,2,2,2,2,6,4,2,10,6,,3,2,3,,,,,,,,,2,3,2,66,2,66,10,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,1,6,3,1,113,1,,10,0,0,0,0,0,0,0,1,0,0,0,0,66,8,2,1,1991,1,66666,,1,1,2,66666,,0,0,40,40,,,56,4,,9112,2,2,6,6,3,1,1,,4,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5120,1,,,,,,35,88,8888,88,1,,,,,9,88,8888,88,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121502,ESS6e02_1,6,2.1,906,1.46959380531559,1.90452047482412,2.702677846,5,0,,,,,,4,8,8,4,,,4,4,4,5,5,5,5,3,2,2,2,2,2,2,2,2,6,,5,9,4,6,7,4,7,1,5,,,8,2,4,2,2,2,3,8,7,,3,2,2,,,,,,,,,2,3,2,66,2,66,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,6,,,,6,,,,,,,2,,2,2,2,5,1,113,1,,10,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,2,6666,6,66666,,6,6,6,66666,,66,66,666,666,,,666,66,,66666,6,2,6,6,3,2,2,,88,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,323,4,1,,,,,7,3,323,4,2,,,,,4,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121503,ESS6e02_1,6,2.1,907,0.489864616370965,0.358483960102355,2.702677846,4,2,,,,,,5,7,4,2,,,7,7,7,4,4,6,6,1,1,2,2,2,1,1,1,1,2,,1,8,5,8,8,7,7,2,1,,,7,1,1,1,8,8,6,8,7,,5,2,1,,,,,,,,,1,3,2,66,1,1,3,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,1,,,,1,,,,,,,2,,2,1,6,3,5,510,5,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,1,50,,9,9,50,50,,,85,1,,2330,2,2,6,6,1,1,1,,8,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,9,2,213,2,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121504,ESS6e02_1,6,2.1,908,1.46959380531559,1.07545184883957,2.702677846,7,3,,,,,,7,7,7,1,,,8,9,8,7,5,7,7,1,1,2,2,2,1,2,1,1,2,,0,8,3,6,8,4,3,2,1,,,9,1,1,1,10,10,9,8,5,,3,2,1,,,,,,,,,1,3,2,66,2,66,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,2,,2,2,2,5,5,710,7,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,,6,1,1,4,,10,10,40,30,,,82,5,,1120,1,2,6,6,3,3,4,,9,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,5,520,5,2,,,,,5,5,520,5,2,,,,,5,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121505,ESS6e02_1,6,2.1,909,0.97972923274193,1.42898816958544,2.702677846,6,2,,,,,,6,8,6,4,,,0,3,8,0,0,88,7,1,2,2,2,2,2,2,2,2,6,,5,9,4,3,4,8,7,2,1,,,8,3,3,3,4,5,5,8,5,,3,2,1,,,,,,,,,2,3,1,1,6,66,7,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,2,,2,2,1,5,1,113,1,,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,2,66666,,10,0,35,39,,,45,4,,7231,2,2,6,6,3,1,1,,4,2,,1,113,1,0,0,0,0,1,0,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,88,8888,88,3,,,,,66,88,8888,88,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121506,ESS6e02_1,6,2.1,910,0.97972923274193,0.531606423837468,2.702677846,5,2,,,,,,6,7,6,3,,,4,4,3,3,3,4,5,1,2,2,2,2,2,2,2,2,6,,5,7,5,2,3,5,7,2,2,,,5,2,2,2,6,6,5,8,4,,3,2,2,,,,,,,,,3,3,2,66,2,66,1,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,2,1,5,3,323,4,,13,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,4,2,66666,,2,1,35,35,,,68,4,,4226,2,1,2,2,2,1,1,,7,1,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,8332,1,,,,,,35,1,113,1,2,,,,,9,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121507,ESS6e02_1,6,2.1,911,0.489864616370965,0.351373128675111,2.702677846,5,5,,,,,,6,5,8,3,,,3,3,3,3,1,88,88,1,1,2,1,1,1,2,1,1,6,,5,3,2,2,1,7,3,1,5,,,1,3,4,2,2,5,5,6,4,,3,2,1,,,,,,,,,3,1,1,1,6,66,3,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,4,,,,4,,,,,,,2,,1,2,1,3,3,321,3,,10,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2003,1,66666,,1,1,1,1,,8,8,35,40,,,43,4,,7126,2,1,1,2,3,3,4,,1,3,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,88,8888,88,2,,,,,2,88,8888,88,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121508,ESS6e02_1,6,2.1,912,0.97972923274193,0.531606423837468,2.702677846,6,4,,,,,,4,6,6,3,,,6,6,8,6,6,7,7,1,2,2,2,2,2,2,2,1,2,,3,3,88,7,7,8,5,2,1,,,8,2,2,2,5,6,6,5,5,,1,2,4,,,,,,,,,3,2,2,66,1,1,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,4,,,,4,,,,,,,1,,1,2,1,3,3,321,3,,12,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,1997,1,66666,,1,3,2,66666,,0,0,35,35,,,10,4,,9321,2,1,2,2,3,3,4,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,7,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121509,ESS6e02_1,6,2.1,915,1.02199187944928,1.6016326562493,2.702677846,6,3,,,,,,3,9,5,2,,,3,5,3,3,5,3,5,1,2,2,2,2,2,2,1,2,6,,5,5,5,5,8,5,8,2,2,,,8,2,2,2,5,5,5,8,6,,3,1,3,,,,,,,,,3,3,1,1,6,66,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,2,1,1,2,213,2,,5,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1987,1,66666,,3,4,2,66666,,5,5,40,40,,,84,2,,3353,2,2,6,6,2,3,4,,7,1,,4,413,5,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,113,1,1,,,,,5,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121510,ESS6e02_1,6,2.1,920,1.02199187944928,0.77005827335717,2.702677846,4,3,,,,,,5,5,4,3,,,3,4,4,2,2,6,6,2,2,2,2,2,2,2,2,2,6,,5,7,4,4,5,5,6,1,1,,,5,2,2,2,5,6,5,7,5,,4,2,2,,,,,,,,,2,3,2,66,2,66,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,3,6,,,,6,,,,,,,6,,2,1,6,1,5,520,5,,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,2,66666,,10,1,35,40,,,47,4,,8344,2,1,1,1,3,1,1,,6,2,,3,323,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,9312,1,,,,,,39,1,113,1,2,,,,,6,2,213,2,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121511,ESS6e02_1,6,2.1,922,1.02199187944928,1.39348585537714,2.702677846,6,2,,,,,,3,3,6,4,,,2,8,8,4,1,8,10,3,2,2,2,2,2,2,1,2,6,,4,3,3,3,3,5,9,2,3,,,5,2,2,2,8,9,4,3,4,,3,1,4,,,,,,,,,3,3,1,6,6,66,8,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,MA,2,,,,MA,,2009,,FRE,,000,2,2,,,,MA,2,,,,MA,1,2,66,6,,,,6,,,,,,,1,,2,2,2,1,3,313,4,,14,0,0,0,1,0,0,0,0,0,0,0,0,66,4,2,1,2013,2,2,,6,1,1,2,,9,9,15,45,,,43,5,,7126,1,1,2,1,3,1,1,,1,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,2,213,2,2,,,,,7,1,0,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121512,ESS6e02_1,6,2.1,923,2.04398375889857,1.57042883945906,2.702677846,1,1,,,,,,7,7,7,1,,,7,9,8,7,7,9,7,1,2,2,1,2,1,1,2,1,2,,3,10,7,8,6,7,8,1,1,,,10,1,1,1,10,10,8,8,6,,3,1,1,,,,,,,,,1,3,1,1,6,66,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,1,,2,1,6,1,5,710,7,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,5,2,66666,,10,8,40,45,,,84,1,,3411,2,2,6,6,3,1,1,,9,1,,5,720,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,2341,1,,,,,,22,3,313,4,1,,,,,1,3,313,4,1,,,,,1,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121513,ESS6e02_1,6,2.1,929,1.1065565593922,1.09000304046665,2.702677846,6,2,,,,,,4,9,6,1,,,7,6,8,4,4,7,8,1,2,2,2,1,1,1,2,1,2,,1,7,4,6,9,7,8,1,1,,,8,2,2,2,7,7,5,7,6,,1,1,1,,,,,,,,,1,3,2,66,2,66,0,7,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,2,,2,2,2,4,5,720,7,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,2,66666,,9,0,30,30,,,53,1,,4412,2,1,2,1,3,1,1,,8,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,313,4,1,,,,,6,3,313,4,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121514,ESS6e02_1,6,2.1,930,0.737704394913437,0.660107752912148,2.702677846,4,2,,,,,,4,6,5,3,,,7,6,6,3,4,5,7,1,2,2,2,2,2,2,1,1,2,,7,8,5,6,7,5,4,1,1,,,7,1,1,1,6,6,6,8,4,,3,2,2,,,,,,,,,3,2,2,66,2,66,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,IT,2,,,,IT,2,1,3,6,,,,6,,,,,,,6,,2,2,1,4,3,313,4,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,1,2,,10,8,24,30,,,93,4,,1439,2,1,1,1,3,1,1,,6,1,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,3322,1,,,,,,30,1,113,1,4,,,,,66,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121515,ESS6e02_1,6,2.1,931,0.737704394913437,0.55585116118295,2.702677846,3,2,,,,,,3,5,5,2,,,5,3,6,2,2,2,2,1,2,2,2,2,2,2,2,2,6,,5,6,2,0,2,2,2,1,2,,,7,2,3,3,2,5,5,7,6,,3,2,2,,,,,,,,,1,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,1,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,1,,2,1,6,3,5,520,5,,15,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6666,1,66666,,1,1,2,66666,,10,0,39,45,,,69,4,,3313,2,2,6,6,3,1,1,,5,2,,5,520,5,0,0,1,0,0,0,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,3,321,3,2,,,,,6,1,113,1,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121516,ESS6e02_1,6,2.1,935,1.84876269109587,0.984706912370292,2.702677846,3,2,,,,,,3,7,2,4,,,5,7,7,2,3,4,6,1,1,2,2,2,1,2,2,2,6,,4,5,2,5,3,3,8,1,1,,,5,2,2,2,5,7,5,7,6,,3,2,1,,,,,,,,,2,3,2,66,1,1,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,2,66,,,,2,,,,,,,2,,1,1,6,4,3,321,3,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,2,3,2,66666,,10,2,30,30,,,96,1,,5329,2,2,6,6,2,1,1,,4,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,7213,1,,,,,,35,1,113,1,2,,,,,9,1,113,1,1,,,,,9,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121517,ESS6e02_1,6,2.1,937,0.924381345547935,0.664028157315561,2.702677846,1,2,,,,,,0,4,5,3,,,2,5,7,0,0,6,7,1,1,2,2,2,1,2,2,1,2,,10,6,0,0,3,5,8,3,2,,,0,2,3,3,3,4,3,8,6,,4,2,1,,,,,,,,,3,3,1,1,6,66,5,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,2,,,,ES,2,1,3,6,,,,6,,,,,,,6,,2,1,6,4,5,520,5,,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,2,0,,6,1,1,4,,10,10,84,84,,,86,5,,2221,2,2,6,6,3,2,2,,10,1,,3,313,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,8114,1,,,,,,35,2,213,2,1,,,,,8,2,213,2,1,,,,,8,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121518,ESS6e02_1,6,2.1,940,0.462190672773968,0.690551103872347,2.702677846,7,1,,,,,,4,8,8,3,,,2,5,8,2,2,3,3,8,2,2,2,2,1,2,2,2,6,,5,8,3,3,6,6,5,2,2,,,5,2,3,3,2,3,2,8,5,,3,2,1,,,,,,,,,2,3,1,1,6,66,3,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,IT,2,,,,IT,2,2,66,5,,,,5,,,,,,,2,,2,2,1,4,1,113,1,,8,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,3,1,2,66666,,3,0,4,4,,,81,4,,9111,2,2,6,6,3,3,4,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,88,8888,88,3,,,,,66,88,8888,88,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121519,ESS6e02_1,6,2.1,941,0.924381345547935,0.492353456451461,2.702677846,4,1,,,,,,5,7,6,2,,,4,6,6,4,4,5,6,1,2,2,2,2,1,2,1,2,6,,5,8,3,4,6,8,6,1,2,,,2,2,2,2,7,6,5,8,5,,3,1,1,,,,,,,,,2,3,1,1,6,66,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,2,66,,,,2,,,,,,,2,,2,1,6,5,3,321,3,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,1,4,,6,0,39,39,,,47,4,,5223,2,1,2,2,3,1,1,,8,2,,3,323,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,7115,1,,,,,,45,88,8888,88,1,,,,,6,1,113,1,1,,,,,4,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121520,ESS6e02_1,6,2.1,942,0.924381345547935,1.3811022077447,2.702677846,7,3,,,,,,8,6,7,3,,,5,7,7,6,6,7,4,2,2,2,2,2,2,2,1,1,2,,2,9,6,6,8,9,10,2,1,,,5,2,3,3,5,5,6,9,6,,3,2,1,,,,,,,,,2,3,1,2,6,66,8,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,DE,2,,,,DE,,2003,,FRE,,000,2,2,,,,DE,2,,,,DE,2,1,1,66,,,,1,,,,,,,2,,2,2,1,5,2,213,2,,12,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2000,1,66666,,3,8,2,66666,,1,0,40,40,,,60,4,,4120,2,2,6,6,3,3,4,,88,2,,3,321,3,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,88,8888,88,1,,,,,77,88,8888,88,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121521,ESS6e02_1,6,2.1,943,0.924381345547935,1.32347397054544,2.702677846,3,1,,,,,,3,3,4,4,,,5,5,6,5,5,5,5,2,2,2,2,2,2,2,2,2,6,,5,6,5,5,5,6,5,2,2,,,88,4,4,4,77,77,77,6,5,,3,2,2,,,,,,,,,3,3,2,66,1,1,5,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,1,66,,,,1,,,,,,,2,,2,2,1,5,1,113,1,,10,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2008,2,0,,6,1,2,66666,,10,10,888,888,,,1,5,,6310,2,2,6,6,3,3,4,,77,3,,1,113,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,0,1,2,,,,,9,1,0,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121522,ESS6e02_1,6,2.1,945,0.462190672773968,0.885746213974035,2.702677846,2,1,,,,,,3,2,5,4,,,1,6,8,1,1,4,8,2,2,2,2,2,2,2,2,2,6,,5,6,1,4,6,5,8,2,3,,,6,2,3,2,5,3,3,7,6,,3,2,1,,,,,,,,,2,3,2,66,1,1,6,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,6,,,,6,,,,,,,1,,2,1,6,5,2,213,2,,10,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,2,1,2,,8,6,35,39,,,43,4,,7522,2,2,6,6,3,1,1,,77,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,7,2,213,2,1,,,,,4,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121523,ESS6e02_1,6,2.1,947,1.38657197699884,2.33627692953903,2.702677846,2,1,,,,,,2,3,3,4,,,5,9,9,4,2,0,8,3,2,2,2,2,2,2,1,2,6,,5,2,0,4,2,5,2,1,3,,,0,3,4,4,0,0,1,5,3,,2,2,1,,,,,,,,,4,1,2,66,2,66,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,DZ,,1975,,FRE,,000,2,2,,,,DZ,2,,,,DZ,2,1,3,4,,,,4,,,,,,,6,,1,1,6,4,1,113,1,,8,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,1997,1,66666,,1,2,2,66666,,0,0,38,38,,,30,4,,5414,2,2,6,6,3,1,1,,3,4,,3,313,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5414,1,,,,,,35,1,0,1,1,,,,,8,1,0,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,121524,ESS6e02_1,6,2.1,948,0.462190672773968,0.885746213974035,2.702677846,3,1,,,,,,5,5,4,3,,,3,7,9,5,6,5,8,1,1,2,2,2,2,2,2,1,3,,5,7,4,4,7,8,9,2,2,,,9,2,2,2,8,8,5,7,6,,3,2,1,,,,,,,,,3,3,1,4,6,66,8,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,4,,,,4,,,,,,,1,,1,1,6,4,1,113,1,,10,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,2,66666,,0,0,888,70,,,49,4,,8332,1,2,6,6,3,1,1,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,88,8888,88,2,,,,,9,88,8888,88,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,121525,ESS6e02_1,6,2.1,953,0.957766832420433,1.83547266284602,2.702677846,4,1,,,,,,6,5,1,3,,,5,4,4,1,5,5,2,1,2,2,2,2,2,2,1,1,2,,1,8,2,5,7,7,9,2,4,,,9,3,3,3,2,8,6,9,7,,3,1,1,,,,,,,,,2,3,1,6,6,66,10,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,DZ,2,,,,DZ,1,1,1,66,,,,1,,,,,,,2,,2,1,6,2,2,213,2,,15,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,2,66666,,3,1,39,39,,,29,4,,7231,2,1,1,1,3,1,1,,2,2,,5,520,5,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5311,1,,,,,,24,1,113,1,3,,,,,66,1,113,1,1,,,,,5,2,,,,
