cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,netuse,ppltrst,pplfair,pplhlp,polintr,polcmpl,poldcs,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,clsprty,prtdgcl,mmbprty,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,gincdif,freehms,prtyban,scnsenv,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inmdisc,sclact,crmvct,aesfdrk,brghmwr,brghmef,crvctwr,crvctef,trrenyr,trrcnyr,trrprsn,trrtort,health,hlthhmp,rlgblg,rlgdnm,rlgblge,rlgdnme,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzship,ctzshipa,ctzshipb,ctzshipc,brncntr,cntbrth,cntbrtha,cntbrthb,cntbrthc,livecntr,livecnta,lnghoma,lnghom1,lnghomb,lnghom2,blgetmg,facntr,facntn,fbrncnt,fbrncnta,fbrncntb,mocntr,mocntn,mbrncnt,mbrncnta,mbrncntb,gndr,partner,rshpsts,marsts,marital,martlfr,maritala,maritalb,lvghw,lvghwa,lvgoptn,lvgptn,lvgptna,lvgptne,lvgptnea,dvrcdev,dvrcdeva,chldhm,chldhhe,domicil,edulvla,edulvlb,eisced,edufld,eduyrs,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,dngdk,dngref,dngna,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctr,wrkctra,estsz,jbspv,njbspv,wkdcorg,wkdcorga,iorgact,wkhct,wkhtot,nacer1,nacer11,nacer2,tporgwk,iscoco,isco08,wrkac6m,uemp3m,uemp12m,uemp5yr,mbtru,hincsrc,hincsrca,hinctnt,hinctnta,hincfel,brwmny,edulvlpa,edulvlpb,eiscedp,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,dngdkp,dngnapp,dngrefp,dngnap,mnactp,crpdwkp,iscocop,isco08p,emprelp,emplnop,jbspvp,njbspvp,wkdcorp,ioactp,wkhtotp,edulvlfa,edulvlfb,eiscedf,emprf14,emplnof,jbspvf,occf14,occf14a,occf14b,edulvlma,edulvlmb,eiscedm,emprm14,emplnom,jbspvm,occm14,occm14a,occm14b,atncrse,fxltph,mbltph,inttph,
FR,ESS1-6e01,1.0,26.11.2014,122763,ESS6e02_1,6,2.1,3477,0.474198818143463,0.708492265971932,2.702677846,7,2,,,,,,7,7,5,4,,,5,8,4,5,88,5,88,1,2,2,2,2,2,2,2,2,6,,5,7,5,5,88,5,7,2,2,,,88,3,3,3,5,88,5,8,2,,3,2,1,,,,,,,,,3,3,2,66,1,1,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,5,,,,5,,,,,,,2,,2,2,1,3,1,113,1,,5,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1982,1,66666,,3,4,2,66666,,9,0,888,888,,,20,4,,5414,2,2,6,6,3,3,4,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,2,,,,,9,1,113,1,2,,,,,9,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122764,ESS6e02_1,6,2.1,3478,0.47168033483818,0.794748417721515,2.702677846,5,1,,,,,,8,8,6,3,,,4,4,4,3,3,5,6,1,2,2,2,2,2,2,2,2,6,,6,5,5,4,4,5,5,2,1,,,4,3,3,4,4,4,5,7,6,,4,2,1,,,,,,,,,3,3,2,66,2,66,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,IT,1,,,,66,2,2,66,4,,,,4,,,,,,,1,,1,2,1,1,2,213,2,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,4,2,66666,,8,6,35,24,,,10,4,,8160,2,1,1,2,3,1,1,,77,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,88,8888,88,1,,,,,5,88,8888,88,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122765,ESS6e02_1,6,2.1,3479,0.474198818143463,0.34734453063577,2.702677846,3,3,,,,,,5,5,2,1,,,2,8,5,2,2,2,5,1,2,2,2,2,2,2,2,2,6,,5,7,0,0,2,2,5,2,2,,,3,2,2,2,5,3,5,10,6,,3,2,1,,,,,,,,,1,3,2,66,1,1,0,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,4,,,,4,,,,,,,1,,1,1,6,3,5,520,5,,20,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,4,1,25,,10,7,888,60,,,72,4,,2142,2,2,6,6,3,1,1,,9,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,3,1,113,1,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122766,ESS6e02_1,6,2.1,3482,1.42259641203371,1.04203356114285,2.702677846,0,66,,,,,,5,7,4,2,,,6,5,3,5,4,6,4,1,1,2,1,1,1,2,1,1,2,,3,6,4,4,4,2,5,2,1,,,5,2,2,2,5,6,5,6,7,,5,2,1,,,,,,,,,2,3,2,66,1,1,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,6,,,,6,,,,,,,1,,2,1,6,3,5,510,5,,18,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,1,2011,1,66666,,2,3,2,66666,,9,0,35,35,,,84,1,,3423,2,1,1,1,2,4,5,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,5,710,7,1,,,,,2,2,213,2,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122767,ESS6e02_1,6,2.1,3489,0.474198818143463,0.678929529681808,2.702677846,7,2,,,,,,3,8,3,3,,,4,7,8,3,3,4,5,2,1,2,2,2,2,2,2,2,6,,5,7,3,1,2,4,8,1,1,,,5,2,2,2,5,6,3,7,5,,3,2,2,,,,,,,,,3,2,2,66,1,1,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,4,,,,4,,,,,,,1,,1,2,1,1,1,113,1,,6,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2003,2,0,,6,1,2,66666,,10,10,40,40,,,42,5,,8342,2,1,1,2,3,3,4,,1,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,2,,,,,6,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122768,ESS6e02_1,6,2.1,3491,0.54696390928708,0.489430616573776,2.702677846,3,1,,,,,,5,5,7,4,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,6,,7,8,1,1,2,5,8,4,2,,,4,2,2,3,5,5,5,8,5,,4,2,3,,,,,,,,,4,2,1,1,6,66,5,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,2,1,4,4,421,5,,13,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1972,1,66666,,3,3,1,25,,10,2,50,50,,,85,4,,3412,2,2,6,6,3,3,4,,6,2,,5,720,7,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,5,720,7,1,,,,,1,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122769,ESS6e02_1,6,2.1,3494,1.09392781857416,0.818060523820189,2.702677846,3,3,,,,,,5,5,5,2,,,7,8,9,5,6,5,8,3,2,2,1,2,1,2,1,1,2,,7,8,4,4,7,8,8,3,2,,,4,3,3,3,5,3,6,8,5,,2,2,2,,,,,,,,,2,2,1,4,6,66,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,GB,2,,,,GB,,1975,,FRE,,000,2,2,,,,IN,2,,,,GB,2,1,1,66,,,,1,,,,,,,2,,2,1,6,5,5,620,6,,9,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,2,66666,,6,3,40,10,,,68,4,,4224,2,1,2,2,3,1,1,,8,1,,5,620,6,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5419,1,,,,,,40,2,213,2,1,,,,,5,5,620,6,1,,,,,1,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122770,ESS6e02_1,6,2.1,3495,0.27348195464354,0.199320276467745,2.702677846,4,4,,,,,,4,6,6,2,,,4,3,6,3,5,7,8,3,2,2,1,2,1,2,2,2,6,,5,5,3,3,3,6,7,2,2,,,6,2,3,3,2,5,5,7,6,,3,2,1,,,,,,,,,2,3,1,1,6,66,7,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,PT,2,,,,PT,,1966,,FRE,,000,2,2,,,,PT,2,,,,PT,1,2,66,6,,,,6,,,,,,,1,,2,2,1,4,3,321,3,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,1,1,,9,8,39,39,,,42,4,,7231,2,1,1,2,3,1,1,,2,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,7,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122771,ESS6e02_1,6,2.1,3507,0.470250336669415,0.35166235864127,2.702677846,2,1,,,,,,8,8,2,1,,,4,4,4,6,6,3,3,1,1,1,1,2,2,1,1,1,2,,3,0,0,0,6,6,5,1,1,,,2,1,1,2,9,9,5,5,3,,3,2,1,,,,,,,,,2,3,2,66,2,66,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,1,,,,1,,,,,,,1,,2,2,1,3,5,510,5,,13,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1962,1,66666,,1,2,1,2,,6,6,40,40,,,45,4,,3343,2,2,6,6,3,3,4,,6,3,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,323,4,1,,,,,6,2,213,2,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122772,ESS6e02_1,6,2.1,3515,0.470250336669415,0.26272158617348,2.702677846,7,2,,,,,,0,4,2,2,,,0,2,1,0,3,4,7,1,2,2,2,1,2,2,1,1,2,,9,1,0,0,0,0,7,3,1,,,0,1,4,4,0,0,0,1,6,,4,1,4,,,,,,,,,1,3,1,1,6,66,7,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,4,,,,4,,,,,,,1,,1,1,6,3,3,321,3,,10,0,0,1,0,0,0,0,0,0,0,0,0,66,3,2,1,2010,1,66666,,2,3,2,66666,,8,0,22,22,,,87,4,,5329,2,1,1,1,3,5,6,,1,4,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,321,3,1,,,,,4,2,213,2,1,,,,,3,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122773,ESS6e02_1,6,2.1,3516,0.470250336669415,0.516113520452451,2.702677846,6,2,,,,,,5,8,5,4,,,5,7,8,5,5,6,6,1,1,2,2,2,2,2,2,2,6,,0,7,4,5,7,9,8,2,1,,,5,2,2,3,4,4,5,8,7,,2,2,2,,,,,,,,,3,3,2,66,2,66,0,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,1,,2,1,6,3,3,313,4,,12,0,0,1,0,0,0,0,0,0,0,0,0,66,3,2,1,2012,1,66666,,1,1,2,66666,,9,9,15,15,,,96,4,,5311,2,1,1,1,3,7,8,,1,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,5,710,7,1,,,,,1,3,321,3,1,,,,,5,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122774,ESS6e02_1,6,2.1,3517,0.470250336669415,0.420786286983217,2.702677846,4,2,,,,,,8,8,6,1,,,7,8,9,5,5,7,8,1,1,2,2,2,1,2,1,1,4,,10,6,4,3,6,8,8,5,1,,,5,2,3,3,6,7,6,7,7,,3,1,2,,,,,,,,,1,3,1,1,6,66,6,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,5,,,,5,,,,,,,2,,2,2,1,3,3,313,4,,13,0,0,0,1,0,0,0,0,0,0,0,0,66,4,2,1,2012,3,66666,,1,1,1,4,,8,9,42,60,,,56,4,,5120,2,1,2,1,3,4,5,,3,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,313,4,1,,,,,2,3,313,4,1,,,,,2,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122775,ESS6e02_1,6,2.1,3519,2.40906027399846,3.28475351472923,2.702677846,5,1,,,,,,2,6,5,3,,,1,1,3,0,1,1,0,2,2,2,2,2,2,2,2,1,3,,2,5,2,2,0,7,9,1,1,,,9,2,3,2,6,9,7,5,7,,3,1,1,,,,,,,,,2,3,1,6,6,66,7,5,7,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,DZ,1,,,,66,1,2,66,6,,,,6,,,,,,,2,,2,2,2,4,3,323,4,,13,0,0,1,0,0,0,0,0,0,0,0,0,66,3,2,1,2013,1,66666,,2,2,2,66666,,5,4,40,40,,,39,4,,8332,2,1,1,1,3,1,1,,6,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,5,710,7,1,,,,,3,2,213,2,1,,,,,8,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122776,ESS6e02_1,6,2.1,3523,0.48181206197925,0.755080298122423,2.702677846,7,3,,,,,,10,10,8,2,,,10,8,6,8,6,10,10,1,2,2,2,2,1,2,1,1,2,,5,6,6,5,10,6,10,1,1,,,7,2,2,2,10,8,8,10,6,,4,2,1,,,,,,,,,3,2,1,1,6,66,8,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,2,,2,2,2,4,2,213,2,,5,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,1981,1,66666,,3,2,2,66666,,4,0,40,40,,,79,4,,3341,2,2,6,6,2,3,4,,4,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,3,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122777,ESS6e02_1,6,2.1,3524,0.963624123958501,1.31390142552609,2.702677846,6,2,,,,,,10,6,3,2,,,4,4,3,5,5,5,4,1,2,2,2,2,2,2,2,1,1,,9,9,3,1,4,4,6,3,5,,,6,2,3,4,5,4,2,8,6,,3,2,1,,,,,,,,,3,3,1,1,6,66,8,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,1,2,,,,IT,2,,,,IT,1,1,3,6,,,,6,,,,,,,6,,2,1,6,4,3,321,3,,11,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,1,7,,9,9,35,45,,,81,4,,3112,2,2,6,6,3,1,1,,6,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5223,1,,,,,,35,1,0,1,2,,,,,4,1,0,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122778,ESS6e02_1,6,2.1,3525,1.4454361428604,1.28471692554515,2.702677846,4,3,,,,,,5,6,2,2,,,3,3,3,2,2,1,8,1,2,2,2,2,2,2,2,1,3,,3,8,2,4,8,3,8,1,2,,,2,2,2,3,5,5,1,8,7,,4,1,3,,,,,,,,,2,1,2,66,1,1,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,2,66,5,,,,5,,,,,,,2,,2,1,6,4,5,520,5,,13,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2006,1,66666,,1,1,1,4,,10,10,60,60,,,33,4,,7127,2,2,6,6,3,3,4,,3,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,2,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122779,ESS6e02_1,6,2.1,3526,0.963624123958501,0.740369441814175,2.702677846,3,2,,,,,,4,7,3,1,,,3,4,4,2,3,5,6,1,2,2,2,2,1,2,1,1,2,,2,6,4,4,7,6,9,1,1,,,7,1,1,1,10,10,8,8,6,,3,2,1,,,,,,,,,1,3,2,66,2,66,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,1,1,3,6,,,,6,,,,,,,6,,2,2,2,4,5,520,5,,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,1,3,,8,6,35,35,,,45,4,,3323,2,2,6,6,3,1,1,,6,2,,3,321,3,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,5223,1,,,,,,35,4,421,5,1,,,,,1,3,321,3,1,,,,,3,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122780,ESS6e02_1,6,2.1,3527,0.963624123958501,0.862263746097888,2.702677846,7,3,,,,,,2,5,4,2,,,7,7,7,5,3,3,7,1,2,2,2,2,2,2,1,2,6,,8,7,3,2,4,3,5,2,1,,,10,3,3,2,1,9,7,7,3,,3,1,3,,,,,,,,,3,1,1,1,6,66,9,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,2,,,,NL,1,,,,66,2,1,1,66,,,,1,,,,,,,2,,2,2,1,4,4,421,5,,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2002,1,66666,,1,1,2,66666,,10,0,35,45,,,65,3,,3321,2,1,1,2,3,3,4,,77,1,,3,323,4,0,0,0,0,0,1,0,0,0,0,0,0,0,66,1,,3342,1,,,,,,888,88,8888,88,2,,,,,9,2,213,2,1,,,,,2,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122781,ESS6e02_1,6,2.1,3528,0.963624123958501,1.44714723448107,2.702677846,6,2,,,,,,2,5,5,3,,,0,7,5,0,0,2,8,1,2,2,2,2,2,2,2,1,4,,10,5,2,0,4,4,10,1,3,,,10,2,2,2,8,8,2,8,4,,3,1,4,,,,,,,,,3,2,2,66,2,66,8,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,2,,,,ES,1,1,1,66,,,,1,,,,,,,2,,2,2,1,4,2,213,2,,16,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2010,1,66666,,1,1,2,66666,,10,5,35,35,,,32,4,,7319,2,1,1,2,3,3,4,,1,3,,1,113,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,,66666,6,,,,,,666,1,113,1,1,,,,,3,1,113,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122782,ESS6e02_1,6,2.1,3529,1.4454361428604,1.42381315971251,2.702677846,2,2,,,,,,5,6,5,2,,,6,7,7,7,7,7,7,1,2,2,2,2,2,2,2,2,6,,7,8,6,5,7,7,7,2,1,,,6,3,3,3,5,4,5,8,7,,3,2,2,,,,,,,,,1,3,1,1,6,66,8,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,2,,2,2,2,4,5,620,6,,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,2,2,2,66666,,7,0,36,37,,,64,4,,3322,2,2,6,6,3,1,1,,9,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,3,313,4,1,,,,,2,3,313,4,1,,,,,2,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122783,ESS6e02_1,6,2.1,3531,0.963624123958501,0.9492088013795,2.702677846,5,3,,,,,,5,7,5,1,,,3,8,9,1,0,9,7,1,2,2,2,1,2,2,1,2,6,,5,7,2,5,6,4,4,2,1,,,7,1,1,2,10,10,5,7,5,,3,2,1,,,,,,,,,3,1,2,66,2,66,5,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,2,,,,DE,2,1,3,6,,,,6,,,,,,,6,,2,2,2,4,5,720,7,,19,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,1,2012,1,66666,,1,2,2,66666,,8,5,6,5,,,96,4,,9111,2,2,6,6,3,3,4,,6,1,,5,720,7,0,1,0,0,0,0,0,0,0,0,0,0,0,66,2,,66666,6,,,,,,666,5,710,7,1,,,,,2,5,720,7,3,,,,,66,1,,,,
FR,ESS1-6e01,1.0,26.11.2014,122784,ESS6e02_1,6,2.1,3532,1.927248247917,2.59846089031502,2.702677846,7,7,,,,,,0,10,0,3,,,5,10,0,0,0,88,10,3,2,2,2,2,2,2,2,2,6,,88,10,0,0,0,10,10,1,2,,,0,2,2,4,5,5,5,10,7,,3,2,1,,,,,,,,,1,3,2,66,2,66,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,2,,2,2,2,4,2,213,2,,12,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,1,2013,1,66666,,2,1,1,5,,10,10,60,60,,,56,4,,3341,2,2,6,6,3,1,1,,6,1,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,5,520,5,1,,,,,5,3,321,3,1,,,,,5,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122785,ESS6e02_1,6,2.1,3535,0.48181206197925,0.723573617240537,2.702677846,3,3,,,,,,3,5,2,2,,,6,8,7,7,6,6,7,1,2,2,2,2,2,2,1,1,2,,4,5,3,6,8,7,6,2,1,,,8,2,2,2,7,6,3,6,4,,3,1,2,,,,,,,,,1,3,1,1,6,66,6,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,2,,,,IT,,1961,,FRE,,000,2,2,,,,IT,2,,,,IT,1,2,66,4,,,,4,,,,,,,1,,1,2,1,4,1,113,1,,9,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2004,1,66666,,1,5,2,66666,,8,6,35,35,,,25,4,,3113,2,1,2,2,2,3,4,,3,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,1,113,1,1,,,,,7,1,0,1,1,,,,,7,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122786,ESS6e02_1,6,2.1,3536,0.963624123958501,0.538361886027335,2.702677846,4,1,,,,,,4,5,4,2,,,5,7,7,5,5,6,7,1,2,2,2,2,2,2,2,1,2,,8,5,4,2,6,6,8,3,2,,,5,2,3,4,3,3,4,7,6,,4,2,1,,,,,,,,,2,3,1,4,6,66,8,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,4,,,,4,,,,,,,1,,1,1,6,4,3,321,3,,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,1,2,66666,,8,7,888,888,,,68,3,,3334,2,1,2,1,3,1,1,,3,3,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,88,8888,88,1,,,,,2,1,113,1,1,,,,,4,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122787,ESS6e02_1,6,2.1,3541,0.963624123958501,0.702312614397788,2.702677846,7,7,,,,,,2,0,2,2,,,1,5,1,1,1,3,5,2,2,2,2,2,1,2,2,1,2,,0,8,4,4,4,6,5,1,1,,,7,1,2,4,5,1,1,9,7,,2,1,3,,,,,,,,,5,1,1,1,6,66,7,7,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,2,,,,DZ,1,1,1,66,,,,1,,,,,,,1,,1,2,1,4,3,321,3,,9,0,0,0,0,1,0,0,0,0,0,0,0,66,5,2,1,2007,1,66666,,1,5,2,66666,,0,0,50,50,,,49,4,,8332,2,2,6,6,3,7,8,,3,1,,1,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,,9111,1,,,,,,20,3,321,3,1,,,,,2,1,0,1,3,,,,,66,2,,,,
FR,ESS1-6e01,1.0,26.11.2014,122788,ESS6e02_1,6,2.1,3543,0.473649489300777,0.519844189347799,2.702677846,1,1,,,,,,6,3,4,4,,,2,9,7,2,2,4,7,2,2,2,1,1,2,2,2,2,6,,8,8,4,6,4,8,8,1,1,,,8,2,2,2,9,5,5,7,6,,4,2,2,,,,,,,,,2,3,2,66,2,66,5,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,66,1,,,,66,,6666,,FRE,,000,2,1,,,,66,1,,,,66,2,2,66,6,,,,6,,,,,,,1,,2,2,2,3,3,321,3,,15,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,,1,3,1,5,,7,6,35,35,,,96,4,,4226,2,2,6,6,3,1,1,,1,2,,66,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,,66666,6,,,,,,666,2,213,2,2,,,,,5,2,213,2,1,,,,,5,2,,,,
