age,educ,gender,religion,income,immig,loginc
46,12,Female,Protestant,1900,6,7.5496092
25,17,Male,No religion,2500,5.6666665,7.8240461
59,12,Male,No religion,2100,5,7.6496925
51,15,Male,Protestant,2800,6.3333335,7.9373746
39,17,Female,No religion,3000,8,8.0063677
30,17,Male,No religion,2700,4,7.9010072
47,15,Male,No religion,3000,7,8.0063677
36,11,Male,No religion,1460,6.6666665,7.2861919
29,19,Male,No religion,4700,8,8.4553175
49,15,Male,No religion,3500,7.3333335,8.1605186
28,20,Female,Protestant,2200,5.3333335,7.6962128
38,14,Male,Protestant,3400,6,8.1315308
59,19,Male,No religion,60000,6.3333335,11.0021
55,14,Female,Protestant,2400,6.6666665,7.7832241
55,12,Male,No religion,6000,7,8.6995144
38,19,Male,Protestant,4500,5.6666665,8.4118328
47,13,Female,Protestant,2100,4.6666665,7.6496925
19,12,Female,No religion,2500,5.6666665,7.8240461
62,18,Male,No religion,6800,5.6666665,8.8246775
58,9,Female,Orthodox & other christians,2100,7,7.6496925
39,18,Female,Protestant,1600,6.6666665,7.377759
49,11,Male,No religion,8000,5,8.9871969
59,8,Female,Protestant,1660,7.6666665,7.4145727
45,16,Male,Protestant,3400,6,8.1315308
56,15,Male,No religion,2900,5.6666665,7.972466
61,8,Male,No religion,2900,6.3333335,7.972466
33,12,Male,No religion,3000,3.3333333,8.0063677
44,12,Female,No religion,2100,4.3333335,7.6496925
29,18,Male,Protestant,2700,6.6666665,7.9010072
55,17,Female,Protestant,5300,6.6666665,8.5754623
41,15,Female,Protestant,1800,7.3333335,7.495542
30,14,Male,No religion,3000,5.3333335,8.0063677
41,11,Male,Protestant,1400,4.6666665,7.2442274
48,14,Male,No religion,3400,4.6666665,8.1315308
32,17,Female,No religion,5300,7.6666665,8.5754623
54,21,Male,Protestant,3200,8,8.0709057
42,11,Male,Protestant,3000,5.6666665,8.0063677
56,10,Female,No religion,2300,6.3333335,7.7406645
44,11,Male,Protestant,1000,7,6.9077554
54,12,Female,Protestant,2100,7.3333335,7.6496925
36,15,Male,Protestant,4000,7,8.2940493
47,12,Female,Protestant,2200,6.3333335,7.6962128
43,17,Female,No religion,2200,8.333333,7.6962128
47,15,Female,No religion,3100,7,8.0391569
59,8,Female,No religion,1300,6,7.1701198
39,16,Female,Protestant,4700,4.3333335,8.4553175
40,14,Female,Protestant,2450,7,7.8038435
30,16,Male,No religion,3100,6.6666665,8.0391569
47,11,Male,Orthodox & other christians,2300,7.3333335,7.7406645
56,11,Female,Protestant,1660,4.3333335,7.4145727
45,16,Female,Protestant,1600,7.6666665,7.377759
26,11,Male,Protestant,3000,7.3333335,8.0063677
50,20,Male,No religion,3300,8.333333,8.1016779
30,13,Female,Protestant,1800,4,7.495542
45,20,Male,Protestant,4200,7.3333335,8.3428402
35,15,Male,Protestant,2504,7.3333335,7.825645
38,20,Male,No religion,2500,5.3333335,7.8240461
32,18,Female,No religion,3000,4.6666665,8.0063677
34,15,Male,No religion,6800,6.3333335,8.8246775
46,19,Male,No religion,7000,8.333333,8.8536654
30,12,Male,No religion,3000,5.6666665,8.0063677
58,18,Male,No religion,8000,8,8.9871969
29,13,Male,Protestant,2800,6.3333335,7.9373746
61,13,Female,Protestant,2000,7,7.6009026
41,18,Male,Protestant,4200,6,8.3428402
47,17,Female,Protestant,2700,6.3333335,7.9010072
32,16,Female,Protestant,1600,7,7.377759
59,15,Male,Protestant,3000,6,8.0063677
54,8,Male,No religion,2100,5,7.6496925
41,12,Female,No religion,2300,5.6666665,7.7406645
60,8,Male,No religion,2000,6.6666665,7.6009026
58,15,Female,No religion,2100,6.3333335,7.6496925
38,14,Male,Protestant,2000,5.3333335,7.6009026
54,14,Female,No religion,1500,6,7.3132205
36,12,Female,No religion,2900,5.3333335,7.972466
29,14,Male,Protestant,2300,4.3333335,7.7406645
56,11,Male,No religion,1100,3.3333333,7.0030656
39,19,Female,No religion,2169,7.3333335,7.6820216
51,15,Male,Protestant,4000,8.333333,8.2940493
39,12,Male,No religion,33000,6,10.404263
46,11,Male,No religion,14,7.3333335,2.6390574
64,15,Female,Protestant,900,7.3333335,6.8023949
55,10,Female,Protestant,1700,4.3333335,7.4383836
20,9,Male,Protestant,11,2.3333333,2.3978953
25,17,Female,Orthodox & other christians,2400,7.3333335,7.7832241
56,15,Female,No religion,3200,6.3333335,8.0709057
32,16,Female,Protestant,2900,8.333333,7.972466
61,13,Female,No religion,1200,6.6666665,7.0900769
45,15,Female,No religion,2000,8,7.6009026
47,16,Female,Protestant,3000,5.6666665,8.0063677
45,9,Female,No religion,4000,7,8.2940493
51,18,Female,No religion,4100,6.6666665,8.3187418
23,7,Female,No religion,1600,5.3333335,7.377759
28,20,Male,Protestant,3700,7.3333335,8.2160883
40,20,Male,Protestant,2500,6,7.8240461
24,12,Female,Protestant,2000,5.6666665,7.6009026
47,11,Female,Orthodox & other christians,2600,8,7.8632669
30,15,Male,No religion,2200,6.3333335,7.6962128
40,16,Female,No religion,3800,7.3333335,8.2427559
48,15,Female,Orthodox & other christians,2000,7,7.6009026
38,16,Female,No religion,2100,7.3333335,7.6496925
61,17,Male,No religion,2200,8,7.6962128
48,20,Female,No religion,900,8.666667,6.8023949
47,29,Male,No religion,3800,6,8.2427559
19,13,Male,No religion,11,4.3333335,2.3978953
48,13,Female,No religion,2445,5,7.8018003
45,11,Male,No religion,1300,10,7.1701198
53,15,Female,No religion,2100,3.3333333,7.6496925
33,15,Male,No religion,2300,7,7.7406645
42,17,Male,No religion,3700,8,8.2160883
22,12,Female,No religion,1700,6.6666665,7.4383836
37,25,Male,No religion,3200,6.3333335,8.0709057
26,11,Male,Islamic,1400,7.6666665,7.2442274
53,20,Male,Protestant,6000,7,8.6995144
46,9,Female,Orthodox & other christians,774,9.333333,6.6515718
39,13,Male,No religion,2500,7,7.8240461
36,14,Female,Islamic,1500,7.6666665,7.3132205
36,8,Male,No religion,2300,.66666669,7.7406645
35,15,Female,Islamic,4500,9.333333,8.4118328
32,16,Female,No religion,600,5,6.3969297
34,17,Male,No religion,2700,6.3333335,7.9010072
55,11,Female,catholic,1600,5,7.377759
51,12,Male,No religion,1550,5.6666665,7.3460102
38,14,Male,No religion,1800,3.6666667,7.495542
51,10,Female,catholic,700,2,6.5510802
57,9,Male,catholic,35000,2.6666667,10.463103
45,15,Female,catholic,2100,6.3333335,7.6496925
46,12,Male,catholic,2300,.66666669,7.7406645
52,14,Female,catholic,1437,5.3333335,7.2703128
40,12,Male,No religion,1800,4.6666665,7.495542
49,10,Female,No religion,3000,5.3333335,8.0063677
70,7,Male,No religion,200,2,5.2983174
50,18,Male,Jewish,2900,4.3333335,7.972466
40,14,Female,catholic,1900,5,7.5496092
49,11,Female,catholic,600,4,6.3969297
25,14,Male,catholic,1800,6,7.495542
44,12,Female,catholic,1365,.66666669,7.2189097
52,14,Female,No religion,1600,3.6666667,7.377759
47,12,Female,No religion,1800,5.6666665,7.495542
51,15,Female,No religion,2700,7,7.9010072
44,11,Male,No religion,1500,3.3333333,7.3132205
51,12,Male,No religion,1700,4,7.4383836
57,18,Male,No religion,2800,.33333334,7.9373746
54,7,Female,Protestant,2000,0,7.6009026
50,15,Female,catholic,1420,5,7.2584124
53,11,Male,catholic,1600,3.3333333,7.377759
62,15,Male,No religion,1539,5,7.3388882
54,12,Male,No religion,1600,4.3333335,7.377759
35,17,Male,No religion,2000,7,7.6009026
24,13,Female,catholic,1466,1,7.2902927
57,7,Male,No religion,1800,.66666669,7.495542
54,13,Male,catholic,2300,3.3333333,7.7406645
59,24,Male,No religion,2700,6.3333335,7.9010072
52,13,Female,No religion,1300,5.3333335,7.1701198
43,10,Male,No religion,2400,2,7.7832241
58,9,Male,No religion,7500,6.3333335,8.922658
44,10,Male,No religion,1600,3.6666667,7.377759
51,12,Female,catholic,300,3.6666667,5.7037826
51,10,Female,catholic,2100,5.6666665,7.6496925
49,9,Female,No religion,1350,4.6666665,7.20786
56,8,Female,No religion,998,.33333334,6.9057531
24,12,Female,No religion,550,4.6666665,6.3099184
50,14,Male,No religion,3000,7.3333335,8.0063677
36,17,Female,No religion,2150,5.3333335,7.673223
49,14,Female,catholic,1750,6.3333335,7.467371
31,11,Male,catholic,1800,5.6666665,7.495542
60,14,Female,No religion,1815,8,7.5038409
46,16,Female,Protestant,2000,7.3333335,7.6009026
34,11,Male,No religion,2400,6,7.7832241
52,21,Female,No religion,1200,5.3333335,7.0900769
42,17,Female,Islamic,1450,9.666667,7.2793188
60,14,Female,No religion,1000,6.3333335,6.9077554
45,15,Male,catholic,2500,5,7.8240461
48,10,Female,No religion,1300,5,7.1701198
26,17,Female,No religion,1900,8.333333,7.5496092
39,12,Female,No religion,1400,6,7.2442274
23,16,Male,Orthodox & other christians,2000,1.6666666,7.6009026
43,9,Female,No religion,1429,5.3333335,7.26473
28,23,Male,No religion,1632,7,7.3975616
33,13,Female,No religion,1470,4.6666665,7.2930179
53,11,Female,No religion,1700,4,7.4383836
61,17,Male,No religion,3800,8.333333,8.2427559
21,14,Female,catholic,480,6.6666665,6.1737862
39,19,Male,catholic,67000,5.6666665,11.112448
40,11,Female,catholic,2200,4.3333335,7.6962128
45,10,Female,No religion,1600,4,7.377759
56,10,Female,catholic,1500,3.3333333,7.3132205
23,10,Female,No religion,2100,5.6666665,7.6496925
50,12,Female,catholic,3000,4,8.0063677
61,25,Female,No religion,6000,7,8.6995144
46,11,Male,No religion,2157,6,7.6764736
40,15,Male,catholic,30000,4.6666665,10.308952
45,19,Male,No religion,3700,7.3333335,8.2160883
35,14,Male,No religion,1000,4.6666665,6.9077554
38,16,Female,catholic,1390,6.6666665,7.2370591
38,19,Male,No religion,2100,5.6666665,7.6496925
57,8,Male,catholic,1400,6.3333335,7.2442274
55,14,Male,catholic,2800,3.6666667,7.9373746
34,19,Male,No religion,27600,6.3333335,10.225571
57,11,Female,catholic,1500,3.6666667,7.3132205
27,14,Female,catholic,1300,8.333333,7.1701198
32,10,Female,No religion,1500,3.3333333,7.3132205
27,17,Female,No religion,530,4.6666665,6.2728772
26,15,Female,catholic,1300,3,7.1701198
29,14,Male,No religion,130,.66666669,4.8675346
35,14,Female,catholic,1800,3,7.495542
62,7,Female,No religion,1850,6,7.5229411
50,10,Female,catholic,1600,6,7.377759
31,14,Male,catholic,2100,6.3333335,7.6496925
27,12,Male,No religion,1580,2.3333333,7.36518
30,13,Female,No religion,1326,6,7.1899223
24,10,Male,No religion,1900,5.6666665,7.5496092
48,10,Male,catholic,1800,6.6666665,7.495542
32,15,Female,No religion,1850,5,7.5229411
53,11,Female,No religion,1818,2,7.5054922
43,13,Female,No religion,1900,6.3333335,7.5496092
49,13,Female,catholic,1500,6.6666665,7.3132205
38,17,Female,No religion,1700,7.3333335,7.4383836
21,14,Male,No religion,1060,3.6666667,6.9660244
38,13,Female,No religion,988,10,6.8956828
53,14,Female,catholic,1200,2,7.0900769
40,15,Female,No religion,1700,4.6666665,7.4383836
27,16,Female,No religion,1500,7,7.3132205
64,16,Female,No religion,10,2.3333333,2.3025851
56,11,Male,catholic,1500,3.3333333,7.3132205
35,17,Male,No religion,2200,6.3333335,7.6962128
52,12,Female,No religion,1980,5,7.5908523
36,13,Male,No religion,1500,5,7.3132205
27,12,Female,No religion,1700,0,7.4383836
28,14,Female,No religion,1300,5.6666665,7.1701198
40,16,Female,No religion,2300,5.6666665,7.7406645
63,9,Male,catholic,800,4.6666665,6.6846118
53,12,Female,No religion,1509,3.6666667,7.3192024
55,13,Female,No religion,1800,6.6666665,7.495542
41,14,Female,No religion,9000,7,9.1049795
35,17,Male,No religion,50000,7.6666665,10.819778
37,19,Female,catholic,1979,3.3333333,7.5903468
34,13,Male,No religion,1850,3,7.5229411
37,15,Female,catholic,1700,4.6666665,7.4383836
20,9,Male,No religion,1600,3,7.377759
36,17,Female,Orthodox & other christians,3800,5.3333335,8.2427559
31,11,Male,catholic,1100,.33333334,7.0030656
58,12,Female,No religion,1600,4.6666665,7.377759
39,12,Female,catholic,1500,4.6666665,7.3132205
54,11,Female,No religion,1400,2,7.2442274
51,11,Female,catholic,2200,6,7.6962128
56,12,Female,catholic,4500,6.3333335,8.4118328
44,14,Male,No religion,2400,5,7.7832241
49,10,Female,No religion,900,5,6.8023949
24,13,Male,No religion,1400,.33333334,7.2442274
56,15,Male,No religion,800,7.3333335,6.6846118
44,11,Male,catholic,1500,2.3333333,7.3132205
36,16,Female,catholic,2250,6,7.7186856
47,13,Female,No religion,3000,4.3333335,8.0063677
37,20,Female,No religion,1800,6.3333335,7.495542
44,16,Female,No religion,2900,5.6666665,7.972466
57,13,Male,No religion,2200,2.3333333,7.6962128
28,18,Male,No religion,2450,6,7.8038435
35,17,Female,catholic,1400,5.3333335,7.2442274
22,15,Male,Islamic,1700,7,7.4383836
36,14,Female,catholic,1010,4.6666665,6.9177055
50,9,Female,catholic,1200,4.3333335,7.0900769
38,16,Female,No religion,1420,6,7.2584124
58,9,Female,No religion,9,5,2.1972246
31,14,Female,No religion,900,5,6.8023949
50,14,Male,No religion,36000,6,10.491274
43,12,Female,No religion,950,5,6.856462
55,16,Male,No religion,2000,9,7.6009026
38,11,Female,catholic,1800,4.3333335,7.495542
20,14,Female,No religion,1000,7.3333335,6.9077554
33,17,Male,No religion,1850,6,7.5229411
50,10,Male,No religion,1700,5.3333335,7.4383836
56,6,Male,No religion,1700,4.3333335,7.4383836
39,8,Female,catholic,1200,5.6666665,7.0900769
42,13,Male,No religion,460,6.3333335,6.1312265
44,11,Female,No religion,1900,7.3333335,7.5496092
54,15,Male,catholic,60000,7.3333335,11.0021
47,6,Female,catholic,2600,2.6666667,7.8632669
38,18,Female,No religion,2000,5.3333335,7.6009026
56,10,Male,catholic,1626,5.3333335,7.3938785
48,12,Male,No religion,2650,8,7.8823147
54,12,Female,catholic,720,7.3333335,6.5792513
49,12,Female,No religion,1650,0,7.4085307
51,9,Male,No religion,1800,3.6666667,7.495542
31,16,Female,catholic,850,5,6.7452364
51,12,Male,catholic,1400,5.6666665,7.2442274
45,15,Male,catholic,2600,7.3333335,7.8632669
53,9,Female,catholic,540,7.3333335,6.2915692
39,15,Male,catholic,5000,5,8.5171928
38,15,Male,No religion,2000,5,7.6009026
39,16,Female,catholic,875,7,6.7742238
28,16,Female,catholic,1200,4.6666665,7.0900769
41,17,Male,catholic,2300,6,7.7406645
51,12,Male,No religion,1400,0,7.2442274
33,11,Male,No religion,1320,4.6666665,7.1853871
23,12,Female,catholic,1700,5.6666665,7.4383836
55,14,Female,catholic,1100,3.3333333,7.0030656
42,15,Female,Orthodox & other christians,1400,3.3333333,7.2442274
51,15,Male,No religion,2500,2.6666667,7.8240461
34,18,Female,No religion,10000,7.3333335,9.2103405
29,19,Male,catholic,29000,7,10.275051
29,18,Male,No religion,2100,6.3333335,7.6496925
25,17,Female,catholic,2000,6,7.6009026
43,16,Male,No religion,1800,5,7.495542
52,13,Male,No religion,2500,4.6666665,7.8240461
29,16,Female,Islamic,1200,7,7.0900769
58,10,Male,No religion,1800,3,7.495542
52,12,Male,Islamic,1350,7.3333335,7.20786
23,17,Male,catholic,2500,6.3333335,7.8240461
47,12,Male,No religion,2000,3.6666667,7.6009026
58,21,Male,catholic,200000,3,12.206073
29,11,Male,catholic,1600,5.3333335,7.377759
56,18,Male,catholic,1500,2.6666667,7.3132205
33,16,Male,No religion,2000,7.3333335,7.6009026
52,10,Male,No religion,1100,3.6666667,7.0030656
47,13,Female,catholic,3400,6,8.1315308
35,15,Female,No religion,1790,3.3333333,7.4899707
28,17,Female,No religion,2000,5.6666665,7.6009026
47,12,Male,No religion,1466,4.6666665,7.2902927
55,19,Female,No religion,2650,8.333333,7.8823147
36,15,Female,catholic,1350,5.3333335,7.20786
46,13,Male,No religion,1800,7.6666665,7.495542
53,12,Male,No religion,1500,5.6666665,7.3132205
24,9,Male,catholic,1900,3,7.5496092
46,11,Male,catholic,3000,2.6666667,8.0063677
44,13,Male,catholic,1700,5.3333335,7.4383836
48,9,Male,Islamic,1200,6.6666665,7.0900769
58,13,Male,No religion,1500,5.6666665,7.3132205
30,16,Male,Islamic,1200,8,7.0900769
28,14,Male,No religion,1400,4,7.2442274
49,9,Female,No religion,1400,5,7.2442274
38,15,Male,No religion,1700,5,7.4383836
31,11,Female,No religion,1400,5,7.2442274
30,13,Male,No religion,1400,6,7.2442274
30,13,Male,No religion,1400,5.3333335,7.2442274
48,12,Male,No religion,1400,5.3333335,7.2442274
58,14,Female,No religion,2300,5,7.7406645
36,13,Female,No religion,1300,5.6666665,7.1701198
28,17,Male,No religion,1500,3.6666667,7.3132205
44,11,Male,catholic,2600,10,7.8632669
41,16,Female,other,12000,7.6666665,9.392662
32,19,Female,Protestant,1500,4.3333335,7.3132205
30,23,Female,No religion,2200,8.333333,7.6962128
47,14,Female,catholic,1600,6.6666665,7.377759
27,11,Male,No religion,2000,5,7.6009026
39,14,Female,No religion,1500,5.3333335,7.3132205
61,17,Male,catholic,3600,5.3333335,8.1886892
21,16,Female,No religion,1100,6.3333335,7.0030656
34,15,Female,catholic,1900,3.6666667,7.5496092
24,16,Male,No religion,417,9.333333,6.0330863
30,13,Female,No religion,700,5.6666665,6.5510802
50,13,Male,No religion,2153,4,7.6746173
41,11,Female,catholic,1335,5,7.1966867
40,17,Female,catholic,4500,5.6666665,8.4118328
40,12,Male,No religion,1500,5,7.3132205
57,16,Female,No religion,2700,3,7.9010072
45,10,Female,No religion,1100,4.6666665,7.0030656
62,20,Female,No religion,3400,7.3333335,8.1315308
30,15,Male,No religion,40000,7.6666665,10.596635
37,13,Male,No religion,2700,5.3333335,7.9010072
33,8,Female,No religion,1300,4,7.1701198
46,12,Male,No religion,25000,5,10.126631
46,8,Male,No religion,1378,1,7.2283883
56,13,Female,No religion,1300,7,7.1701198
46,9,Male,No religion,1200,7,7.0900769
38,17,Female,No religion,1900,7.3333335,7.5496092
34,18,Male,Islamic,1350,7.3333335,7.20786
41,16,Female,No religion,1500,7.3333335,7.3132205
19,13,Male,No religion,1600,5.6666665,7.377759
36,14,Male,catholic,1000,5.6666665,6.9077554
38,15,Male,No religion,2100,2.6666667,7.6496925
60,20,Female,catholic,100,8.333333,4.6051702
33,9,Female,No religion,1350,4.3333335,7.20786
49,11,Male,No religion,2000,5,7.6009026
49,13,Male,No religion,1475,3,7.2964134
49,13,Female,No religion,250,3.3333333,5.521461
61,20,Male,catholic,87000,6,11.373663
42,14,Male,other,1500,6.3333335,7.3132205
37,12,Male,No religion,2100,3.6666667,7.6496925
22,13,Male,catholic,2500,5.6666665,7.8240461
47,10,Male,No religion,1758,7,7.4719319
38,14,Male,No religion,2000,4,7.6009026
42,8,Male,Orthodox & other christians,1586,6,7.3689704
42,18,Male,catholic,45000,5,10.714417
49,15,Female,catholic,2200,8.333333,7.6962128
31,12,Female,No religion,1500,4.3333335,7.3132205
51,13,Female,catholic,700,3.6666667,6.5510802
55,11,Male,catholic,2000,1.6666666,7.6009026
26,15,Female,No religion,1200,6.3333335,7.0900769
35,10,Female,No religion,300,5,5.7037826
23,16,Female,No religion,1800,5.3333335,7.495542
44,11,Female,No religion,100,5.6666665,4.6051702
27,15,Female,No religion,1600,6,7.377759
60,12,Male,catholic,2600,5.3333335,7.8632669
54,16,Female,catholic,36000,6.3333335,10.491274
50,17,Female,catholic,1400,6.3333335,7.2442274
24,15,Female,catholic,1600,7,7.377759
30,16,Female,No religion,2200,5.3333335,7.6962128
59,5,Female,catholic,800,7,6.6846118
37,17,Female,No religion,1700,6,7.4383836
39,18,Male,No religion,2500,8,7.8240461
40,16,Male,catholic,60000,7.6666665,11.0021
47,11,Male,No religion,3000,3.3333333,8.0063677
39,15,Male,No religion,1600,6,7.377759
27,13,Female,No religion,1580,5.3333335,7.36518
29,13,Female,catholic,845,6,6.7393365
48,11,Female,catholic,1400,5,7.2442274
53,13,Female,No religion,1800,9.333333,7.495542
37,19,Female,catholic,3500,6.3333335,8.1605186
35,13,Male,No religion,2000,6,7.6009026
37,14,Female,No religion,1265,5,7.1428275
29,11,Male,No religion,118,4,4.7706847
56,13,Male,catholic,5000,6.3333335,8.5171928
51,16,Female,catholic,3100,6.3333335,8.0391569
53,10,Male,No religion,1900,3.3333333,7.5496092
28,13,Male,No religion,1900,4.3333335,7.5496092
52,12,Male,No religion,1585,5,7.3683395
31,15,Female,No religion,1200,6.3333335,7.0900769
42,15,Female,No religion,2700,7,7.9010072
44,19,Male,No religion,3200,6.3333335,8.0709057
30,20,Female,catholic,1950,7.3333335,7.5755849
29,12,Male,catholic,1700,8.333333,7.4383836
39,16,Male,No religion,1700,8.333333,7.4383836
41,9,Male,No religion,1400,1,7.2442274
40,16,Male,No religion,3000,5.3333335,8.0063677
25,12,Female,No religion,1800,5.3333335,7.495542
52,10,Male,No religion,1800,3.3333333,7.495542
37,25,Female,No religion,3500,6.6666665,8.1605186
45,15,Female,No religion,2500,6,7.8240461
39,18,Female,No religion,1500,5.3333335,7.3132205
31,15,Female,Islamic,900,6,6.8023949
39,16,Female,catholic,2000,6.6666665,7.6009026
39,21,Male,No religion,1700,4.6666665,7.4383836
25,16,Male,No religion,1200,6.6666665,7.0900769
53,11,Male,catholic,1100,1.6666666,7.0030656
42,16,Male,Orthodox & other christians,3500,0,8.1605186
48,18,Female,catholic,700,3.3333333,6.5510802
34,15,Female,No religion,1600,6.3333335,7.377759
37,18,Female,catholic,2000,7.6666665,7.6009026
33,15,Female,No religion,1400,4.3333335,7.2442274
32,12,Male,No religion,1600,1.6666666,7.377759
54,10,Male,catholic,2350,4,7.7621708
53,13,Female,catholic,1600,1,7.377759
35,15,Male,No religion,1690,6,7.4324837
24,14,Male,catholic,1900,5,7.5496092
35,11,Male,No religion,1768,4.6666665,7.4776044
22,11,Male,No religion,800,1.6666666,6.6846118
40,11,Male,No religion,1500,3,7.3132205
52,9,Female,catholic,1650,3,7.4085307
44,12,Male,No religion,1400,4,7.2442274
40,12,Female,catholic,1350,1.3333334,7.20786
28,13,Male,No religion,3500,7,8.1605186
24,15,Female,No religion,1500,4.6666665,7.3132205
45,16,Female,No religion,950,5.6666665,6.856462
45,20,Female,No religion,1900,9.333333,7.5496092
29,15,Female,No religion,1400,5,7.2442274
28,13,Male,catholic,20000,6.3333335,9.9034872
36,18,Male,catholic,1970,5,7.5857887
55,11,Female,catholic,2200,1,7.6962128
40,16,Female,catholic,2100,5.6666665,7.6496925
60,15,Female,catholic,2800,6.6666665,7.9373746
51,13,Male,No religion,2396,6,7.7815561
24,16,Female,catholic,990,4.6666665,6.8977051
54,9,Male,No religion,1700,3.6666667,7.4383836
49,12,Male,No religion,1800,6.6666665,7.495542
37,18,Male,No religion,2800,2.3333333,7.9373746
38,11,Female,No religion,2200,6,7.6962128
50,11,Male,catholic,1900,1,7.5496092
36,18,Female,catholic,1200,0,7.0900769
45,18,Male,catholic,2900,4,7.972466
48,8,Male,catholic,1550,2,7.3460102
49,14,Female,No religion,20000,7.6666665,9.9034872
36,10,Male,catholic,2500,2.3333333,7.8240461
16,10,Male,catholic,400,6,5.9914646
52,7,Female,catholic,1200,3,7.0900769
56,10,Female,catholic,700,4.3333335,6.5510802
44,11,Male,No religion,2300,.66666669,7.7406645
22,13,Male,No religion,1380,5.6666665,7.2298388
32,12,Male,catholic,2400,1.3333334,7.7832241
58,17,Female,No religion,3500,6.6666665,8.1605186
58,11,Female,catholic,2000,2.6666667,7.6009026
29,17,Male,No religion,47000,8,10.757903
48,14,Male,No religion,2500,5,7.8240461
41,17,Female,No religion,1800,7,7.495542
45,11,Male,catholic,2000,6,7.6009026
35,14,Male,No religion,1700,5.6666665,7.4383836
30,13,Male,catholic,1456,4,7.2834482
21,9,Male,No religion,320,4,5.768321
48,7,Male,No religion,2500,4,7.8240461
30,19,Female,Protestant,1200,5.6666665,7.0900769
23,15,Male,No religion,700,.33333334,6.5510802
31,14,Male,No religion,1850,4,7.5229411
37,19,Male,No religion,3500,5,8.1605186
25,13,Female,catholic,1500,6.3333335,7.3132205
48,12,Male,No religion,1986,5,7.5938778
35,18,Female,No religion,1600,5.6666665,7.377759
29,18,Male,catholic,2700,7,7.9010072
37,6,Female,Islamic,350,6.6666665,5.857933
32,8,Female,No religion,620,5.6666665,6.4297194
57,10,Female,No religion,4500,5.3333335,8.4118328
42,12,Male,No religion,2400,4,7.7832241
34,16,Female,No religion,1350,5,7.20786
29,11,Female,catholic,1300,1,7.1701198
23,10,Male,No religion,900,4,6.8023949
21,11,Male,No religion,1700,3,7.4383836
52,12,Male,Orthodox & other christians,1600,.66666669,7.377759
33,17,Female,catholic,1700,5.3333335,7.4383836
36,16,Male,No religion,1400,7,7.2442274
43,13,Male,catholic,2000,4.6666665,7.6009026
31,19,Female,No religion,2500,6,7.8240461
32,12,Male,catholic,1700,5,7.4383836
52,11,Male,catholic,2800,5.3333335,7.9373746
44,21,Female,No religion,1078,6.6666665,6.9828629
61,16,Female,No religion,400,6.6666665,5.9914646
44,13,Female,catholic,1386,5.6666665,7.2341771
38,14,Male,No religion,1650,3.3333333,7.4085307
43,10,Male,No religion,1700,5.6666665,7.4383836
57,14,Female,catholic,2000,1.3333334,7.6009026
26,12,Female,No religion,817,4.6666665,6.7056389
27,13,Male,No religion,1100,4.6666665,7.0030656
42,14,Male,No religion,2000,5,7.6009026
51,12,Male,No religion,1900,2.3333333,7.5496092
64,9,Female,catholic,1200,5,7.0900769
46,13,Male,catholic,1500,6,7.3132205
59,8,Female,No religion,3000,1,8.0063677
42,16,Female,No religion,2900,4.6666665,7.972466
27,19,Female,catholic,1800,3,7.495542
33,12,Male,No religion,1800,4.3333335,7.495542
52,9,Male,catholic,1300,5.3333335,7.1701198
57,19,Female,catholic,3400,8.333333,8.1315308
35,18,Female,catholic,1950,10,7.5755849
51,8,Male,No religion,21000,4.3333335,9.9522781
22,15,Male,catholic,1360,2.3333333,7.21524
46,16,Female,No religion,2100,8.333333,7.6496925
35,11,Female,No religion,900,3,6.8023949
45,12,Female,No religion,1700,5,7.4383836
44,9,Female,catholic,670,4,6.5072775
43,12,Female,catholic,1013,.33333334,6.9206715
30,20,Female,No religion,1200,5.3333335,7.0900769
37,10,Female,No religion,800,4.3333335,6.6846118
38,12,Male,Islamic,1500,9.666667,7.3132205
60,6,Male,No religion,250,6.3333335,5.521461
53,14,Female,catholic,3000,7.3333335,8.0063677
36,15,Female,catholic,1500,1.6666666,7.3132205
41,16,Male,No religion,2300,6.3333335,7.7406645
38,13,Male,catholic,2000,2.6666667,7.6009026
49,11,Male,catholic,1490,6,7.3065314
44,13,Male,No religion,2100,3.6666667,7.6496925
50,12,Female,No religion,2100,5.3333335,7.6496925
57,17,Male,No religion,45000,6,10.714417
30,19,Female,No religion,22000,6,9.9987974
39,6,Male,No religion,825,9.333333,6.7153835
57,7,Female,catholic,1000,3.6666667,6.9077554
27,17,Female,No religion,1800,4.3333335,7.495542
45,9,Male,No religion,3000,3.3333333,8.0063677
28,17,Male,No religion,3085,5.6666665,8.0343065
47,11,Male,catholic,1900,7.6666665,7.5496092
42,12,Female,No religion,1350,2.3333333,7.20786
44,22,Female,No religion,2000,6.6666665,7.6009026
34,18,Female,catholic,1500,7.3333335,7.3132205
55,8,Female,No religion,1450,6,7.2793188
51,9,Female,catholic,2290,7,7.7363071
43,5,Male,No religion,30000,3.3333333,10.308952
59,10,Female,catholic,2200,5.6666665,7.6962128
50,11,Male,catholic,2200,4.6666665,7.6962128
29,15,Male,catholic,1500,4.6666665,7.3132205
35,16,Female,catholic,1390,5.3333335,7.2370591
39,14,Male,catholic,1800,1.6666666,7.495542
24,11,Female,catholic,1380,4,7.2298388
52,14,Male,catholic,2500,5,7.8240461
29,17,Male,No religion,1600,4.3333335,7.377759
28,14,Female,No religion,1340,5.6666665,7.2004247
