age,educ,gender,religion,income,immig,loginc
39,6,Male,Orthodox & other christians,1800,5,7.495542
52,6,Female,Orthodox & other christians,1000,3,6.9077554
28,12,Female,Orthodox & other christians,1500,2.6666667,7.3132205
38,12,Female,catholic,1500,4,7.3132205
53,12,Female,Orthodox & other christians,1300,2.3333333,7.1701198
48,12,Female,Orthodox & other christians,900,4,6.8023949
27,14,Female,Orthodox & other christians,1500,4,7.3132205
57,6,Female,Orthodox & other christians,1150,2,7.0475173
62,6,Male,Orthodox & other christians,950,2,6.856462
41,15,Female,Orthodox & other christians,1500,0,7.3132205
38,12,Female,Orthodox & other christians,1300,4.3333335,7.1701198
55,6,Female,Orthodox & other christians,750,5,6.6200733
54,12,Male,Orthodox & other christians,2000,3,7.6009026
39,16,Female,Orthodox & other christians,3500,5,8.1605186
26,17,Female,Orthodox & other christians,1500,5.3333335,7.3132205
26,12,Female,Orthodox & other christians,1400,1,7.2442274
47,12,Female,Orthodox & other christians,2000,1.6666666,7.6009026
28,12,Male,Orthodox & other christians,2000,5,7.6009026
53,12,Male,Orthodox & other christians,2500,2.6666667,7.8240461
33,14,Female,Orthodox & other christians,800,4.6666665,6.6846118
51,6,Female,Orthodox & other christians,920,5,6.8243737
26,12,Female,Orthodox & other christians,780,2.3333333,6.6592941
47,12,Male,Orthodox & other christians,2800,2.6666667,7.9373746
63,12,Female,Orthodox & other christians,800,3.3333333,6.6846118
59,9,Male,Orthodox & other christians,1300,6.3333335,7.1701198
29,5,Male,Orthodox & other christians,1400,4,7.2442274
58,6,Female,Orthodox & other christians,1000,3,6.9077554
57,2,Female,Orthodox & other christians,1500,4,7.3132205
55,12,Female,Orthodox & other christians,1300,3.3333333,7.1701198
61,17,Male,Orthodox & other christians,2500,0,7.8240461
39,12,Female,Orthodox & other christians,1300,4,7.1701198
26,17,Female,Orthodox & other christians,1700,5,7.4383836
41,12,Female,Orthodox & other christians,1500,2.3333333,7.3132205
39,12,Female,Orthodox & other christians,1800,0,7.495542
41,6,Male,Orthodox & other christians,2700,.66666669,7.9010072
30,12,Female,Orthodox & other christians,2500,.33333334,7.8240461
53,6,Male,Orthodox & other christians,1500,3.3333333,7.3132205
38,14,Male,Orthodox & other christians,3000,6.3333335,8.0063677
51,12,Male,Orthodox & other christians,3000,3.6666667,8.0063677
56,6,Male,Orthodox & other christians,2000,2.6666667,7.6009026
23,14,Female,Orthodox & other christians,930,4,6.8351846
56,12,Female,Orthodox & other christians,1500,1.6666666,7.3132205
54,9,Male,Orthodox & other christians,1500,1,7.3132205
45,12,Female,Orthodox & other christians,1100,4,7.0030656
26,6,Male,Orthodox & other christians,2300,5,7.7406645
29,16,Male,Orthodox & other christians,2400,5,7.7832241
23,11,Male,Orthodox & other christians,1000,4,6.9077554
51,10,Male,Orthodox & other christians,1300,6.3333335,7.1701198
56,6,Male,Orthodox & other christians,1350,6.6666665,7.20786
30,15,Male,Orthodox & other christians,1200,5.6666665,7.0900769
29,20,Female,Orthodox & other christians,1400,8,7.2442274
31,16,Female,Orthodox & other christians,2000,6.3333335,7.6009026
35,18,Male,Orthodox & other christians,3000,4,8.0063677
48,20,Female,Orthodox & other christians,3500,3.3333333,8.1605186
52,12,Male,Orthodox & other christians,2000,1,7.6009026
37,12,Male,Orthodox & other christians,4170,5,8.3356714
25,14,Female,Orthodox & other christians,910,1,6.8134446
23,12,Male,Orthodox & other christians,1800,5,7.495542
42,10,Male,Orthodox & other christians,5345,7,8.5839167
29,18,Male,Orthodox & other christians,1500,3.6666667,7.3132205
56,18,Female,Orthodox & other christians,2500,5,7.8240461
53,17,Male,Orthodox & other christians,2400,4,7.7832241
28,6,Female,Orthodox & other christians,10000,1,9.2103405
34,14,Female,Orthodox & other christians,1300,1,7.1701198
26,16,Female,Orthodox & other christians,900,.33333334,6.8023949
29,9,Male,Orthodox & other christians,1500,.66666669,7.3132205
23,14,Female,Orthodox & other christians,1300,5,7.1701198
32,14,Female,Orthodox & other christians,2300,1,7.7406645
25,12,Female,Orthodox & other christians,3120,5.6666665,8.0455885
39,15,Female,Orthodox & other christians,1800,6,7.495542
50,16,Male,Orthodox & other christians,1900,3,7.5496092
44,12,Male,Orthodox & other christians,3250,3.6666667,8.0864105
26,12,Male,Orthodox & other christians,1900,3,7.5496092
52,0,Male,Orthodox & other christians,4000,.66666669,8.2940493
69,12,Male,Orthodox & other christians,1500,5.3333335,7.3132205
28,17,Female,Orthodox & other christians,2000,2,7.6009026
42,16,Male,Orthodox & other christians,4000,6.3333335,8.2940493
32,15,Female,Orthodox & other christians,1128,3.3333333,7.0282016
32,18,Female,Orthodox & other christians,900,3.3333333,6.8023949
26,12,Male,Orthodox & other christians,990,1.6666666,6.8977051
38,14,Female,Orthodox & other christians,1500,2,7.3132205
23,11,Male,Orthodox & other christians,1000,2,6.9077554
44,12,Female,Orthodox & other christians,720,7.3333335,6.5792513
29,12,Male,Orthodox & other christians,325,6,5.7838254
44,15,Female,Orthodox & other christians,2800,.66666669,7.9373746
42,14,Female,Orthodox & other christians,2700,6,7.9010072
30,12,Male,Orthodox & other christians,1300,3,7.1701198
27,12,Male,No religion,1000,5,6.9077554
52,12,Male,Orthodox & other christians,13500,3.3333333,9.5104446
48,17,Female,Orthodox & other christians,4300,2,8.3663702
25,17,Male,Orthodox & other christians,1600,3,7.377759
30,12,Male,Orthodox & other christians,1400,3,7.2442274
54,16,Female,Orthodox & other christians,25000,3,10.126631
43,12,Female,Orthodox & other christians,5000,5.3333335,8.5171928
61,12,Male,Orthodox & other christians,2500,4.3333335,7.8240461
35,15,Female,Orthodox & other christians,12000,3,9.392662
50,12,Male,Orthodox & other christians,1480,4.6666665,7.2997975
29,16,Female,Orthodox & other christians,2000,5.6666665,7.6009026
25,12,Male,Orthodox & other christians,1100,4.6666665,7.0030656
46,11,Female,Orthodox & other christians,1200,2.3333333,7.0900769
51,12,Male,Orthodox & other christians,2200,5,7.6962128
31,14,Female,Orthodox & other christians,1000,3,6.9077554
32,17,Male,Orthodox & other christians,2100,6.6666665,7.6496925
46,12,Male,No religion,1800,4.6666665,7.495542
29,14,Male,Orthodox & other christians,1300,3,7.1701198
48,12,Male,Orthodox & other christians,1550,2,7.3460102
58,2,Male,Orthodox & other christians,1500,1.3333334,7.3132205
32,12,Male,Orthodox & other christians,1500,5,7.3132205
50,12,Male,Orthodox & other christians,3000,2.6666667,8.0063677
40,12,Female,Orthodox & other christians,600,4.6666665,6.3969297
32,12,Male,Orthodox & other christians,1600,6,7.377759
34,14,Female,Orthodox & other christians,18200,0,9.8091764
57,6,Male,Orthodox & other christians,400,2.6666667,5.9914646
59,6,Female,Orthodox & other christians,718,4.3333335,6.5764694
40,12,Male,Orthodox & other christians,2000,3,7.6009026
43,6,Female,Orthodox & other christians,2000,3.3333333,7.6009026
43,15,Male,Orthodox & other christians,2500,.66666669,7.8240461
61,6,Male,Orthodox & other christians,300,3.3333333,5.7037826
29,12,Male,Orthodox & other christians,2300,4.3333335,7.7406645
55,12,Male,Orthodox & other christians,2000,5,7.6009026
42,9,Female,Orthodox & other christians,1500,3,7.3132205
59,2,Male,Orthodox & other christians,2000,4.3333335,7.6009026
31,16,Female,Orthodox & other christians,250,4,5.521461
22,9,Male,Orthodox & other christians,1000,1.3333334,6.9077554
27,12,Female,Orthodox & other christians,1300,4,7.1701198
32,12,Male,Orthodox & other christians,2500,7.6666665,7.8240461
46,12,Female,Orthodox & other christians,1000,5.3333335,6.9077554
51,16,Male,Orthodox & other christians,2300,2.6666667,7.7406645
50,12,Male,Orthodox & other christians,2500,2,7.8240461
27,12,Male,Orthodox & other christians,1500,6.3333335,7.3132205
41,12,Male,Orthodox & other christians,4000,7.6666665,8.2940493
44,17,Female,Orthodox & other christians,1400,2,7.2442274
26,16,Female,Orthodox & other christians,1500,6.6666665,7.3132205
28,16,Female,Orthodox & other christians,1150,5.6666665,7.0475173
54,12,Male,Orthodox & other christians,3500,6,8.1605186
31,17,Male,Orthodox & other christians,1950,4.3333335,7.5755849
51,6,Female,Orthodox & other christians,1000,3.3333333,6.9077554
25,2,Female,Orthodox & other christians,600,3.6666667,6.3969297
46,12,Male,Orthodox & other christians,1700,4.3333335,7.4383836
41,12,Female,Orthodox & other christians,600,5,6.3969297
25,15,Male,Orthodox & other christians,500,3.3333333,6.2146082
28,16,Male,Orthodox & other christians,1400,6.3333335,7.2442274
32,22,Male,Orthodox & other christians,2000,3.3333333,7.6009026
22,9,Female,Orthodox & other christians,800,5.6666665,6.6846118
50,15,Female,Orthodox & other christians,3000,8,8.0063677
36,16,Female,Orthodox & other christians,2500,3.3333333,7.8240461
40,12,Male,Orthodox & other christians,2000,4.3333335,7.6009026
43,14,Female,Orthodox & other christians,1400,5,7.2442274
36,17,Male,Orthodox & other christians,2500,6.6666665,7.8240461
45,12,Female,Orthodox & other christians,600,8.333333,6.3969297
54,12,Male,Orthodox & other christians,3500,4.6666665,8.1605186
32,22,Male,Orthodox & other christians,2300,6.6666665,7.7406645
31,12,Female,Orthodox & other christians,1900,5,7.5496092
26,15,Female,Orthodox & other christians,1500,6.3333335,7.3132205
29,16,Female,Orthodox & other christians,2500,6.3333335,7.8240461
26,16,Male,Orthodox & other christians,1000,5.6666665,6.9077554
33,12,Male,Orthodox & other christians,1900,6.3333335,7.5496092
36,12,Male,Orthodox & other christians,1000,5,6.9077554
30,17,Male,Orthodox & other christians,2800,4.6666665,7.9373746
28,12,Female,Orthodox & other christians,1900,6.3333335,7.5496092
26,16,Male,Orthodox & other christians,1800,5,7.495542
28,16,Male,Orthodox & other christians,4000,4,8.2940493
25,12,Male,Orthodox & other christians,1600,3.3333333,7.377759
32,12,Female,Orthodox & other christians,1400,8,7.2442274
22,12,Male,Orthodox & other christians,2650,6.3333335,7.8823147
26,16,Male,Orthodox & other christians,2100,4,7.6496925
29,12,Male,Orthodox & other christians,1600,5,7.377759
53,17,Female,Orthodox & other christians,1800,1.3333334,7.495542
22,12,Female,Orthodox & other christians,700,2,6.5510802
41,12,Female,Orthodox & other christians,900,1.6666666,6.8023949
25,12,Female,Orthodox & other christians,800,7,6.6846118
23,17,Female,Orthodox & other christians,1200,0,7.0900769
29,9,Male,Orthodox & other christians,1400,1.3333334,7.2442274
23,12,Female,Orthodox & other christians,500,2,6.2146082
40,12,Female,Orthodox & other christians,1100,5.6666665,7.0030656
53,9,Female,Orthodox & other christians,1000,3.3333333,6.9077554
52,12,Female,Orthodox & other christians,1300,4.6666665,7.1701198
32,12,Male,Orthodox & other christians,1800,2.6666667,7.495542
41,12,Male,Orthodox & other christians,1400,5,7.2442274
46,12,Male,Orthodox & other christians,1600,2.3333333,7.377759
36,12,Female,Orthodox & other christians,700,4,6.5510802
35,12,Female,Orthodox & other christians,700,5.6666665,6.5510802
42,12,Male,Orthodox & other christians,1900,4.3333335,7.5496092
51,12,Male,Orthodox & other christians,1600,3.6666667,7.377759
29,16,Female,Orthodox & other christians,2300,5.6666665,7.7406645
23,12,Male,Orthodox & other christians,1800,9,7.495542
53,12,Female,Orthodox & other christians,750,5,6.6200733
50,16,Female,Orthodox & other christians,2000,5.6666665,7.6009026
25,15,Male,Orthodox & other christians,1900,6.6666665,7.5496092
45,9,Female,No religion,900,1.6666666,6.8023949
41,12,Female,Orthodox & other christians,800,0,6.6846118
50,15,Male,Orthodox & other christians,2500,1.6666666,7.8240461
59,14,Male,Orthodox & other christians,3200,3.6666667,8.0709057
60,6,Male,Orthodox & other christians,2000,3,7.6009026
55,12,Female,Orthodox & other christians,1200,3,7.0900769
66,6,Male,Orthodox & other christians,2000,2.6666667,7.6009026
30,12,Female,Orthodox & other christians,1000,2.3333333,6.9077554
27,14,Male,Orthodox & other christians,1250,4,7.130899
56,9,Female,Orthodox & other christians,1200,4.3333335,7.0900769
34,12,Male,Orthodox & other christians,1600,3,7.377759
29,12,Male,Orthodox & other christians,2000,2,7.6009026
44,15,Male,Orthodox & other christians,1600,2,7.377759
67,6,Female,Orthodox & other christians,1500,2.3333333,7.3132205
65,6,Male,Orthodox & other christians,1500,5,7.3132205
39,11,Male,No religion,857,6.3333335,6.753438
63,18,Male,No religion,939,2.3333333,6.8448153
40,12,Male,No religion,1102,5.6666665,7.0048819
28,11,Male,No religion,1143,4.6666665,7.0414119
44,15,Female,catholic,959,3.6666667,6.865891
47,13,Female,No religion,714,5,6.5708828
61,12,Male,other,612,1,6.4167323
58,16,Female,No religion,776,4.6666665,6.6541524
45,11,Male,catholic,939,6.3333335,6.8448153
31,13,Female,No religion,1020,3.6666667,6.9275579
35,13,Male,catholic,1020,3.3333333,6.9275579
34,12,Male,No religion,1102,5.6666665,7.0048819
30,12,Female,No religion,1306,8,7.1747241
33,13,Male,No religion,857,3,6.753438
57,12,Male,No religion,735,3.3333333,6.5998707
58,8,Female,catholic,653,3,6.4815769
61,9,Male,No religion,408,4,6.0112672
29,18,Male,other,1429,7.6666665,7.26473
36,11,Female,No religion,776,7.6666665,6.6541524
47,12,Male,No religion,706,1.6666666,6.5596151
60,13,Female,catholic,857,1,6.753438
28,12,Female,No religion,1020,5,6.9275579
42,17,Female,No religion,816,5,6.7044144
51,12,Female,catholic,1429,6.6666665,7.26473
26,12,Female,catholic,143,1,4.9628448
46,13,Female,No religion,490,5.3333335,6.1944056
47,18,Female,No religion,857,2.6666667,6.753438
32,12,Female,No religion,735,5,6.5998707
51,12,Male,No religion,327,2,5.7899604
45,13,Female,No religion,816,1.3333334,6.7044144
54,13,Female,catholic,694,1,6.5424719
44,16,Female,catholic,939,5.3333335,6.8448153
28,12,Female,catholic,449,4.3333335,6.1070228
52,17,Female,No religion,939,4.6666665,6.8448153
31,13,Female,No religion,408,5,6.0112672
41,12,Female,No religion,612,3.6666667,6.4167323
35,13,Female,No religion,1265,5,7.1428275
58,12,Female,No religion,816,4.6666665,6.7044144
62,13,Male,No religion,898,0,6.8001699
36,12,Male,No religion,1633,0,7.3981743
59,24,Female,No religion,816,3,6.7044144
50,13,Female,No religion,694,4.6666665,6.5424719
47,12,Male,No religion,776,5,6.6541524
60,13,Female,No religion,816,6.6666665,6.7044144
39,12,Female,No religion,1224,4,7.1098795
23,13,Male,catholic,673,4.3333335,6.5117455
39,13,Male,No religion,939,5.6666665,6.8448153
58,12,Male,catholic,592,0,6.3835068
31,13,Male,No religion,1020,4.3333335,6.9275579
40,15,Male,No religion,1306,5.3333335,7.1747241
55,12,Female,No religion,571,2,6.3473892
61,13,Male,No religion,776,2.6666667,6.6541524
30,12,Male,No religion,1224,3.6666667,7.1098795
54,11,Male,No religion,571,4.3333335,6.3473892
51,13,Female,No religion,735,2.6666667,6.5998707
33,12,Male,No religion,939,4.3333335,6.8448153
53,12,Male,No religion,735,1,6.5998707
31,13,Male,No religion,898,4.3333335,6.8001699
28,17,Female,No religion,939,1.6666666,6.8448153
43,12,Male,No religion,755,.33333334,6.6267176
50,9,Male,No religion,612,2.3333333,6.4167323
51,13,Female,No religion,490,4.6666665,6.1944056
53,11,Female,No religion,1102,3.6666667,7.0048819
41,17,Male,No religion,24490,3.6666667,10.10602
43,11,Female,No religion,571,2,6.3473892
32,13,Male,No religion,1135,4.6666665,7.0343881
56,12,Female,No religion,898,2.3333333,6.8001699
33,14,Male,No religion,510,4.6666665,6.2344108
52,13,Female,No religion,571,8,6.3473892
26,14,Female,No religion,980,3.3333333,6.8875527
41,13,Male,No religion,1184,2,7.076654
49,18,Female,No religion,796,5,6.6795993
37,18,Male,No religion,2041,6,7.6211953
50,13,Male,No religion,1224,2.3333333,7.1098795
39,12,Female,No religion,551,5.6666665,6.3117347
29,13,Female,No religion,1143,5,7.0414119
64,8,Female,No religion,612,3.6666667,6.4167323
20,12,Female,No religion,694,4.6666665,6.5424719
47,12,Male,No religion,816,.66666669,6.7044144
35,13,Female,No religion,449,5.3333335,6.1070228
35,12,Male,No religion,1020,2.6666667,6.9275579
56,8,Male,No religion,1224,4,7.1098795
53,11,Male,catholic,490,2.6666667,6.1944056
29,13,Male,No religion,898,2.3333333,6.8001699
43,13,Male,No religion,857,1.6666666,6.753438
43,12,Female,No religion,490,0,6.1944056
28,11,Male,No religion,939,2,6.8448153
61,11,Male,No religion,673,4.3333335,6.5117455
58,9,Female,No religion,510,5,6.2344108
46,12,Male,No religion,939,4,6.8448153
29,11,Male,No religion,980,3.6666667,6.8875527
54,9,Male,No religion,694,3,6.5424719
61,13,Male,No religion,980,1,6.8875527
44,13,Male,No religion,1143,5.6666665,7.0414119
56,12,Male,No religion,1020,5.3333335,6.9275579
46,14,Female,No religion,367,5,5.9053617
26,13,Female,No religion,462,5,6.1355648
33,17,Male,No religion,939,0,6.8448153
29,16,Female,No religion,1184,5,7.076654
31,12,Male,No religion,1061,0,6.9669671
28,17,Male,catholic,816,7,6.7044144
35,10,Male,No religion,510,5,6.2344108
40,13,Female,No religion,959,5,6.865891
41,12,Male,No religion,13265,5,9.4928846
54,12,Female,No religion,682,5.3333335,6.5250297
28,17,Female,catholic,939,5,6.8448153
36,17,Male,catholic,653,1,6.4815769
56,12,Female,catholic,612,1,6.4167323
37,16,Male,catholic,939,3.6666667,6.8448153
48,13,Female,No religion,1061,4.6666665,6.9669671
34,13,Female,No religion,857,5,6.753438
64,12,Male,No religion,510,4.6666665,6.2344108
37,11,Male,No religion,735,4,6.5998707
27,12,Male,No religion,1020,2.6666667,6.9275579
22,15,Female,No religion,551,2,6.3117347
39,13,Male,No religion,1061,7.6666665,6.9669671
40,14,Male,No religion,898,5,6.8001699
23,16,Female,No religion,408,5,6.0112672
38,12,Male,No religion,653,3.3333333,6.4815769
46,12,Male,No religion,816,5.6666665,6.7044144
56,13,Male,No religion,694,2,6.5424719
29,13,Female,catholic,449,5.6666665,6.1070228
45,13,Male,Orthodox & other christians,1224,2.6666667,7.1098795
45,12,Male,catholic,776,5.6666665,6.6541524
29,16,Male,No religion,653,5.6666665,6.4815769
34,18,Male,No religion,898,2.6666667,6.8001699
46,13,Male,No religion,2041,2.6666667,7.6211953
42,12,Female,No religion,388,5.6666665,5.9610052
39,12,Male,No religion,612,4.6666665,6.4167323
36,13,Male,No religion,694,.66666669,6.5424719
39,12,Female,No religion,8163,1,9.0073671
53,8,Female,No religion,735,3.3333333,6.5998707
47,15,Female,No religion,816,3.6666667,6.7044144
51,13,Female,No religion,898,6.6666665,6.8001699
59,13,Male,No religion,735,1.3333334,6.5998707
51,12,Female,No religion,776,6.6666665,6.6541524
24,11,Male,No religion,531,2,6.2747622
47,11,Male,No religion,1224,4,7.1098795
31,12,Male,No religion,1224,6.6666665,7.1098795
51,11,Female,No religion,776,4.3333335,6.6541524
46,13,Female,catholic,653,3,6.4815769
30,20,Male,No religion,1224,2,7.1098795
59,17,Female,No religion,1224,5.3333335,7.1098795
51,13,Male,No religion,1347,6.3333335,7.2056351
57,18,Male,No religion,1714,5,7.4465852
37,12,Male,No religion,1265,5,7.1428275
51,12,Male,No religion,1184,3.3333333,7.076654
29,12,Male,No religion,816,1.6666666,6.7044144
41,12,Male,No religion,661,7.3333335,6.4937539
45,13,Female,No religion,457,3.6666667,6.1246834
61,17,Female,catholic,980,6.3333335,6.8875527
61,12,Male,No religion,898,2,6.8001699
52,14,Female,No religion,857,6,6.753438
30,12,Male,No religion,694,1.3333334,6.5424719
32,12,Male,No religion,1224,4,7.1098795
43,15,Female,No religion,898,0,6.8001699
49,13,Male,No religion,939,4.3333335,6.8448153
40,15,Female,Protestant,714,5.6666665,6.5708828
53,13,Male,No religion,816,2.3333333,6.7044144
37,12,Female,No religion,735,3.3333333,6.5998707
52,17,Female,No religion,980,2.6666667,6.8875527
46,13,Male,No religion,816,1,6.7044144
37,15,Female,No religion,612,6,6.4167323
26,12,Male,No religion,816,3,6.7044144
28,18,Female,No religion,1224,3.6666667,7.1098795
48,11,Male,No religion,873,6,6.7719355
55,13,Female,No religion,531,2.6666667,6.2747622
23,13,Female,catholic,347,4,5.8493247
35,12,Female,No religion,531,2.6666667,6.2747622
41,13,Female,No religion,571,2.6666667,6.3473892
40,12,Male,No religion,1020,5,6.9275579
51,13,Male,No religion,1020,6.3333335,6.9275579
27,19,Female,No religion,408,5.6666665,6.0112672
46,12,Male,No religion,612,3.6666667,6.4167323
33,12,Male,No religion,1551,5.3333335,7.3466554
24,13,Female,No religion,816,5.6666665,6.7044144
57,20,Male,No religion,1143,6.3333335,7.0414119
43,11,Female,No religion,735,5.3333335,6.5998707
50,12,Male,No religion,816,2.3333333,6.7044144
34,13,Female,No religion,816,6.6666665,6.7044144
25,12,Male,No religion,653,4.6666665,6.4815769
38,12,Male,No religion,776,3.3333333,6.6541524
47,13,Male,No religion,1469,2.6666667,7.2923369
39,12,Female,No religion,408,6.3333335,6.0112672
25,12,Male,No religion,1224,.66666669,7.1098795
31,11,Male,No religion,816,3.3333333,6.7044144
35,12,Male,No religion,1020,4.3333335,6.9275579
54,12,Male,No religion,959,5,6.865891
49,12,Female,No religion,490,0,6.1944056
54,15,Female,No religion,776,6,6.6541524
40,13,Female,No religion,367,6.3333335,5.9053617
40,11,Female,catholic,816,6.3333335,6.7044144
54,12,Male,No religion,939,1,6.8448153
47,13,Male,No religion,722,3.6666667,6.5820251
34,12,Female,No religion,449,2.6666667,6.1070228
51,12,Male,Orthodox & other christians,898,4.6666665,6.8001699
46,11,Male,catholic,755,5.6666665,6.6267176
42,12,Female,No religion,612,5,6.4167323
59,18,Female,No religion,367,0,5.9053617
46,11,Male,No religion,898,1.3333334,6.8001699
52,12,Male,No religion,735,3.6666667,6.5998707
55,12,Male,No religion,767,5,6.6424866
47,13,Female,catholic,735,4.6666665,6.5998707
56,13,Male,No religion,816,5,6.7044144
55,13,Female,catholic,980,4.6666665,6.8875527
49,13,Male,No religion,4082,6.3333335,8.3143425
58,8,Male,No religion,816,3.6666667,6.7044144
52,12,Female,No religion,714,3.3333333,6.5708828
41,12,Male,No religion,694,6.3333335,6.5424719
47,13,Male,No religion,1224,3.3333333,7.1098795
54,12,Male,No religion,1061,0,6.9669671
31,12,Male,No religion,816,2.3333333,6.7044144
45,13,Male,No religion,653,5.6666665,6.4815769
36,14,Female,No religion,816,3.6666667,6.7044144
33,11,Male,No religion,1061,6.6666665,6.9669671
35,13,Male,No religion,653,0,6.4815769
39,13,Male,No religion,1224,4.6666665,7.1098795
40,17,Female,No religion,1143,3,7.0414119
31,13,Female,No religion,612,4.6666665,6.4167323
49,13,Female,No religion,713,4,6.5694814
58,12,Female,No religion,1224,4,7.1098795
47,12,Male,No religion,694,4,6.5424719
35,13,Male,No religion,816,5.3333335,6.7044144
34,14,Female,No religion,204,5,5.31812
41,11,Male,No religion,1633,1.3333334,7.3981743
44,13,Male,No religion,571,4,6.3473892
49,13,Male,No religion,939,3,6.8448153
54,17,Male,No religion,1020,3.6666667,6.9275579
48,15,Female,No religion,898,6,6.8001699
38,20,Female,No religion,1429,5,7.26473
29,13,Male,No religion,1224,3,7.1098795
36,11,Female,No religion,408,5,6.0112672
52,16,Female,No religion,714,6,6.5708828
52,12,Female,No religion,531,5,6.2747622
29,14,Male,No religion,694,4.6666665,6.5424719
47,13,Female,No religion,1306,5.6666665,7.1747241
43,13,Male,No religion,1633,5,7.3981743
49,12,Female,catholic,735,3.6666667,6.5998707
50,12,Female,catholic,510,2,6.2344108
23,13,Male,No religion,816,4.6666665,6.7044144
19,13,Male,No religion,776,3.6666667,6.6541524
54,12,Male,No religion,816,2.3333333,6.7044144
47,13,Female,No religion,776,3.6666667,6.6541524
57,13,Male,No religion,1061,3,6.9669671
47,13,Male,catholic,898,.66666669,6.8001699
43,13,Female,No religion,1219,2.6666667,7.1057863
54,8,Male,No religion,490,5,6.1944056
33,12,Male,No religion,531,4,6.2747622
28,17,Male,No religion,2041,5.3333335,7.6211953
51,12,Female,No religion,735,2.6666667,6.5998707
50,13,Male,No religion,735,7.3333335,6.5998707
26,17,Male,No religion,653,2,6.4815769
29,13,Male,No religion,1061,5.3333335,6.9669671
48,19,Male,No religion,1020,5.3333335,6.9275579
27,13,Male,No religion,468,4,6.1484685
58,11,Male,No religion,796,4.3333335,6.6795993
28,17,Male,catholic,1102,4.3333335,7.0048819
29,13,Female,catholic,408,2.3333333,6.0112672
52,13,Male,No religion,857,1.6666666,6.753438
58,12,Male,No religion,1224,4.3333335,7.1098795
37,12,Female,No religion,682,6,6.5250297
30,11,Male,No religion,939,4,6.8448153
27,13,Male,No religion,653,5.6666665,6.4815769
37,12,Male,catholic,959,3.6666667,6.865891
46,13,Female,No religion,776,2.3333333,6.6541524
26,13,Male,No religion,673,.66666669,6.5117455
42,13,Female,No religion,408,2.3333333,6.0112672
43,15,Male,catholic,163,3,5.09375
38,20,Male,catholic,939,5.6666665,6.8448153
31,14,Male,No religion,1306,7,7.1747241
52,13,Male,No religion,1306,7.3333335,7.1747241
36,13,Female,No religion,449,3.3333333,6.1070228
27,12,Male,catholic,612,5,6.4167323
38,12,Male,No religion,980,5.3333335,6.8875527
27,13,Male,No religion,1020,2.6666667,6.9275579
36,19,Male,No religion,1837,5.3333335,7.5158892
57,13,Female,No religion,571,5.3333335,6.3473892
60,11,Male,No religion,816,6.3333335,6.7044144
27,17,Male,No religion,898,6.3333335,6.8001699
42,18,Female,No religion,735,3.6666667,6.5998707
49,13,Female,No religion,776,5,6.6541524
56,12,Female,No religion,653,3.3333333,6.4815769
49,12,Male,No religion,735,3,6.5998707
33,12,Male,No religion,816,5,6.7044144
46,13,Male,No religion,1061,2.3333333,6.9669671
40,12,Male,No religion,776,4.6666665,6.6541524
47,12,Female,No religion,735,4.3333335,6.5998707
30,11,Male,No religion,898,5,6.8001699
53,13,Female,catholic,286,3,5.655992
44,12,Male,No religion,1755,1.6666666,7.4702239
21,12,Male,No religion,816,4.6666665,6.7044144
43,19,Female,catholic,898,4.6666665,6.8001699
48,9,Female,No religion,159,3.6666667,5.0689044
36,11,Female,No religion,408,5.6666665,6.0112672
43,12,Female,No religion,816,3.3333333,6.7044144
44,13,Male,No religion,980,5,6.8875527
44,11,Female,catholic,408,1.6666666,6.0112672
57,12,Male,No religion,571,3.6666667,6.3473892
27,13,Male,No religion,1347,4,7.2056351
49,12,Female,No religion,898,4.3333335,6.8001699
61,9,Male,No religion,816,2.6666667,6.7044144
49,13,Female,No religion,571,2.3333333,6.3473892
24,13,Male,No religion,612,5.3333335,6.4167323
36,12,Female,No religion,612,2.3333333,6.4167323
41,13,Female,No religion,653,3.3333333,6.4815769
54,13,Male,No religion,653,.33333334,6.4815769
54,12,Female,catholic,531,2,6.2747622
36,13,Female,No religion,673,5,6.5117455
41,12,Male,No religion,776,0,6.6541524
51,16,Male,catholic,653,5.6666665,6.4815769
60,12,Female,catholic,735,.33333334,6.5998707
24,12,Male,No religion,347,5.6666665,5.8493247
21,13,Female,No religion,490,5.6666665,6.1944056
51,11,Male,No religion,633,5.6666665,6.4504704
50,13,Male,No religion,1216,2.3333333,7.103322
30,12,Male,No religion,727,4.6666665,6.5889263
31,13,Male,No religion,1143,3.6666667,7.0414119
61,12,Male,catholic,898,6,6.8001699
51,13,Female,No religion,816,2.6666667,6.7044144
31,16,Male,No religion,816,4.3333335,6.7044144
39,13,Female,No religion,816,5,6.7044144
28,13,Female,No religion,735,6.6666665,6.5998707
40,12,Female,No religion,408,1.3333334,6.0112672
50,13,Female,No religion,449,10,6.1070228
45,12,Male,No religion,776,3,6.6541524
59,13,Male,No religion,980,3,6.8875527
28,16,Female,catholic,1020,3.3333333,6.9275579
39,15,Male,No religion,1184,3.6666667,7.076654
28,12,Female,No religion,694,2.6666667,6.5424719
21,12,Female,No religion,514,3.6666667,6.2422233
44,12,Male,No religion,612,6.3333335,6.4167323
44,11,Male,No religion,1061,3.6666667,6.9669671
28,13,Male,No religion,1020,5.6666665,6.9275579
